"year","month","pitcher_throws","bat_side","pitch_type","release_speed","plate_speed","hit_exit_speed","hit_spinrate","hit_vertical_angle","hit_bearing","hit_distance","event_result"
2016,7,"R","R","FF",93.4336878051758,85.7918395996094,101.387283325195,1954.30444335938,25.5634994506836,-22.5395164489746,392.216400146484,"home_run"
2016,5,"L","R","FT",89.3419583740234,82.6916198730469,94.9869384765625,5588.01806640625,60.409538269043,-46.9607887268066,210.558151245117,"field_out"
2016,4,"R","L","FF",91.367353515625,84.5544128417969,80.6170196533203,2264.89233398438,30.2433071136475,39.4082984924316,294.240203857422,"field_out"
2016,6,"L","R","FT",95.6021410217285,88.4674682617188,NA,NA,NA,NA,NA,"field_out"
2016,7,"R","R","FF",91.0333883056641,84.6864166259766,104.878570556641,1015.86389160156,12.0432634353638,1.5858941078186,301.306915283203,"field_out"
2016,8,"R","R","FT",92.1118965454102,84.6127777099609,104.203636169434,NA,-1.10587453842163,-21.2693634033203,34.7685432434082,"force_out"
2016,4,"R","R","FF",93.4614835510254,85.9388885498047,88.2311248779297,NA,-6.28206300735474,-5.98185777664185,21.4593658447266,"field_out"
2016,9,"R","L","FF",89.6898890991211,82.0363159179688,90.2630310058594,4674.9580078125,44.2707405090332,-4.61076974868774,299.112274169922,"field_out"
2016,7,"L","R","FF",100.309300109863,91.9870452880859,93.2621841430664,NA,-16.9792308807373,-27.8553123474121,12.350661277771,"field_out"
2016,9,"R","L","FT",95.4459915771484,88.0639190673828,102.211158752441,NA,-4.54710483551025,19.7189331054688,28.2415599822998,"force_out"
2016,4,"R","R","FT",91.2522264709473,83.3676910400391,88.2484359741211,5102.22802734375,43.6702270507812,26.6462841033936,294.017028808594,"field_out"
2016,6,"R","L","FF",88.8992973327637,82.9547576904297,77.3697891235352,1898.78515625,5.67281818389893,-6.09265518188477,81.4584808349609,"field_out"
2016,6,"R","R","FT",91.9293770446777,85.4510269165039,96.5483779907227,NA,-4.17481803894043,-10.4233903884888,24.0136947631836,"force_out"
2016,9,"R","L","FT",95.1285830993652,88.2393035888672,105.314613342285,1396.0849609375,6.57904052734375,-11.3570823669434,204.614196777344,"double"
2016,8,"L","R","FF",88.2749597167969,81.6658096313477,100.390823364258,3360.89965820312,36.3362197875977,-36.0876922607422,390.591949462891,"home_run"
2016,9,"L","L","FF",87.0737849273682,79.8744812011719,45.3642272949219,NA,-71.5856018066406,-6.62503862380981,1.77850830554962,"single"
2016,8,"R","R","FF",91.8196717834473,86.2925491333008,97.9919052124023,NA,-22.4770450592041,-23.4586372375488,5.14722204208374,"single"
2016,4,"R","R","FF",95.3936573181152,86.8836975097656,90.8833389282227,3997.58154296875,8.14609527587891,34.5525398254395,162.784286499023,"field_out"
2016,5,"L","L","FF",91.3506719055176,83.4147644042969,55.6841049194336,3187.31274414062,2.83617520332336,153.899261474609,51.1808662414551,"hit_by_pitch"
2016,5,"R","R","FT",89.6265551757813,83.9586563110352,95.6601104736328,1799.24279785156,24.0404968261719,-5.47223234176636,364.112823486328,"field_out"
2016,6,"R","R","FT",97.0103998413086,90.7976379394531,98.3653869628906,1005.7353515625,9.63458442687988,6.63151454925537,213.965545654297,"single"
2016,9,"R","R","FT",92.7551427612305,86.0514831542969,83.4140319824219,NA,-3.50308299064636,-42.7802619934082,22.8916473388672,"field_out"
2016,8,"R","R","FT",91.4424051513672,84.7560577392578,100.164390563965,1846.66491699219,4.91291570663452,-22.8934879302979,109.21883392334,"field_out"
2016,7,"R","L","FF",91.1874044189453,84.0480041503906,85.0178909301758,NA,-13.0690383911133,-13.8117542266846,13.3693933486938,"field_out"
2016,4,"R","L","FT",89.7798116149902,82.1604614257812,72.6650085449219,NA,-3.92271780967712,10.5322399139404,21.6345176696777,"field_out"
2016,8,"R","L","FT",91.9836677246094,85.8522262573242,97.0074310302734,920.367370605469,11.889479637146,11.91282081604,263.031280517578,"single"
2016,8,"R","R","FT",95.8625531311035,87.8754196166992,73.3984375,NA,7.38591957092285,-16.25657081604,105.558952331543,"grounded_into_double_play"
2016,7,"R","L","FF",95.3205829162598,89.2015075683594,73.2400207519531,2459.28149414062,33.8447799682617,6.15444278717041,260.064270019531,"field_out"
2016,5,"R","L","FT",92.2300414733887,83.6140670776367,98.7111968994141,4631.525390625,49.7290382385254,-19.4136924743652,294.935516357422,"sac_fly"
2016,6,"R","L","FT",97.4982146606445,90.5442199707031,102.453269958496,NA,-13.7905597686768,1.70818161964417,7.09281730651855,"grounded_into_double_play"
2016,7,"L","R","FF",96.1131831359863,88.7137680053711,69.5448150634766,3728.56103515625,29.6969051361084,12.9279413223267,238.18994140625,"single"
2016,7,"R","L","FT",92.8042614135742,85.2909088134766,100.196548461914,2269.15185546875,7.31502723693848,-35.496524810791,185.103271484375,"single"
2016,7,"R","R","FT",91.7039411621094,84.9975433349609,42.551399230957,NA,-72.6845016479492,4.64692735671997,4.54824447631836,"sac_bunt"
2016,5,"R","R","FF",90.8035192565918,82.7424850463867,77.0252380371094,6147.7236328125,64.9622573852539,36.2276802062988,137.936706542969,"field_out"
2016,9,"R","R","FF",87.0598194122314,79.0550384521484,100.627410888672,4356.4814453125,63.4164924621582,-14.018045425415,203.970779418945,"field_out"
2016,5,"L","R","FF",90.5068821411133,83.6827087402344,81.8118133544922,NA,-26.0048503875732,-25.7945175170898,5.18947982788086,"field_out"
2016,5,"R","R","FT",93.8416431884766,86.0291137695312,NA,NA,NA,NA,NA,"single"
2016,7,"L","R","FF",93.5409995727539,87.1958770751953,97.556396484375,NA,-22.4797172546387,1.95095276832581,9.15231800079346,"field_out"
2016,7,"R","R","FT",93.7676530151367,87.0071640014648,99.1026382446289,2132.59594726562,27.6938190460205,-11.9641885757446,404.797973632812,"home_run"
2016,6,"R","R","FF",89.5802566833496,82.5876922607422,76.4803466796875,2721.22802734375,8.96030139923096,26.60475730896,135.46354675293,"field_out"
2016,4,"L","R","FT",89.0501082458496,82.2348327636719,105.140907287598,973.049255371094,12.0501394271851,-12.7266321182251,202.925857543945,"double"
2016,9,"R","L","FF",87.0518376312256,80.9295120239258,106.89722442627,NA,-13.0465116500854,9.4898042678833,10.1794137954712,"field_out"
2016,9,"R","R","FF",95.081649810791,87.3153381347656,104.454200744629,1245.53051757812,16.7726612091064,-9.08673286437988,383.777252197266,"double"
2016,5,"L","R","FT",90.8781130065918,83.6162719726562,88.8046646118164,3845.66552734375,48.766487121582,31.299352645874,281.927398681641,"field_out"
2016,9,"R","L","FT",92.4862181396484,86.0746231079102,91.4397125244141,5123.287109375,62.5448570251465,-27.468225479126,191.051528930664,"field_out"
2016,9,"L","R","FF",91.8456151733399,85.6096572875977,84.3054428100586,3033.90795898438,4.67666912078857,23.6141128540039,107.72509765625,"single"
2016,5,"R","R","FF",93.552030456543,86.4143753051758,97.9318771362305,2332.33911132812,30.4663867950439,-15.3017616271973,388.753967285156,"home_run"
2016,9,"R","L","FT",99.643482208252,91.5567855834961,89.8507537841797,NA,-25.0607223510742,1.05588805675507,5.78793239593506,"force_out"
2016,6,"R","R","FF",89.3899114990234,82.2999572753906,91.5190505981445,NA,-30.2307147979736,-18.1260585784912,5.74345636367798,"field_out"
2016,5,"R","R","FF",90.1811796875,82.7965087890625,NA,NA,NA,NA,NA,"single"
2016,7,"R","R","FF",96.109457611084,88.3385925292969,100.34366607666,NA,-1.72155332565308,10.0212545394897,44.1043472290039,"field_out"
2016,8,"R","R","FT",90.7537970275879,84.0907669067383,107.175788879395,1707.55249023438,19.8803195953369,-7.01756620407104,404.270050048828,"double"
2016,7,"L","R","FT",89.8801302185059,83.1117095947266,NA,NA,NA,NA,NA,"field_out"
2016,4,"R","L","FF",97.3984371948242,89.2526321411133,NA,NA,NA,NA,NA,"field_error"
2016,7,"L","R","FF",93.1713713073731,85.7732772827148,76.5932846069336,4697.3388671875,46.5233306884766,35.9753837585449,217.898239135742,"field_out"
2016,6,"R","L","FF",86.2790877990723,80.2814559936523,90.4049911499023,3266.12475585938,27.1816062927246,-15.0155601501465,344.302673339844,"field_out"
2016,5,"R","R","FF",96.3994137573242,89.0542068481445,108.379806518555,1691.8486328125,17.0502109527588,2.36435079574585,385.431335449219,"double"
2016,6,"R","R","FF",93.5862157897949,86.9595336914062,97.681526184082,4776.626953125,45.6587867736816,11.1541242599487,314.723236083984,"field_out"
2016,7,"L","R","FT",91.9031006469727,85.2954254150391,NA,NA,NA,NA,NA,"field_error"
2016,6,"R","R","FT",90.8697565917969,84.4644012451172,100.782669067383,NA,-8.91331577301025,11.3892107009888,11.6299257278442,"single"
2016,7,"R","R","FT",91.5502580566406,83.9937362670898,82.5777206420898,1556.7587890625,4.45442962646484,4.82911682128906,97.749870300293,"field_out"
2016,6,"R","R","FF",87.7494525756836,80.9059982299805,95.8156127929688,2892.18896484375,27.3408832550049,-3.70786213874817,376.080810546875,"field_out"
2016,7,"R","R","FT",89.4137215576172,81.9712524414062,NA,NA,NA,NA,NA,"field_out"
2016,6,"R","R","FF",92.9768427124023,87.1263885498047,79.7013626098633,3800.35766601562,9.94059944152832,24.7155151367188,152.057495117188,"single"
2016,4,"L","R","FT",91.9493991394043,84.3369140625,NA,NA,NA,NA,NA,"field_out"
2016,6,"R","R","FF",95.271682800293,87.3279800415039,49.5743980407715,NA,-21.8518524169922,29.0997066497803,4.82807922363281,"field_out"
2016,8,"R","R","FF",92.174044128418,84.5729217529297,93.6200942993164,3737.12158203125,40.1643905639648,14.7689542770386,337.147583007812,"field_out"
2016,5,"R","L","FF",86.8305331268311,81.002685546875,NA,NA,NA,NA,NA,"single"
2016,6,"R","R","FT",91.8146662597656,84.9191665649414,97.4048309326172,NA,-6.25260305404663,26.9062557220459,18.5736675262451,"single"
2016,7,"L","R","FT",88.834423248291,81.2520904541016,90.5376281738281,1238.23400878906,15.2759017944336,-7.23851728439331,193.365859985352,"single"
2016,6,"R","R","FF",98.0575637207031,90.2382659912109,NA,NA,NA,NA,NA,"field_out"
2016,5,"R","R","FT",93.1081310424805,86.7657470703125,96.0078964233398,NA,2.29564476013184,-1.52586770057678,74.6238250732422,"single"
2016,8,"R","L","FF",95.9339208679199,88.2746353149414,90.2153625488281,NA,-10.9292478561401,40.6830253601074,10.0786981582642,"field_out"
2016,6,"R","L","FF",94.441015625,87.281494140625,76.7392807006836,4004.84423828125,33.6523551940918,-14.1180305480957,268.361419677734,"field_out"
2016,5,"R","R","FF",91.1210526123047,83.8600387573242,107.209259033203,1397.91882324219,14.6770811080933,-25.6198310852051,342.564849853516,"double"
2016,5,"R","R","FT",94.6225361022949,87.7221755981445,102.810073852539,NA,-12.2695617675781,-3.93140578269958,9.37887096405029,"single"
2016,7,"L","L","FT",87.9381223144531,81.1836318969727,93.7853240966797,1448.54089355469,17.4614334106445,38.3138961791992,274.634185791016,"single"
2016,10,"R","R","FF",93.0847476501465,85.1487579345703,82.9671325683594,5138.05712890625,53.6955070495605,7.54064702987671,254.183090209961,"field_out"
2016,4,"R","R","FF",90.335913848877,82.1970748901367,58.7410011291504,4281.3544921875,6.39571237564087,36.5157279968262,68.1630935668945,"field_out"
2016,5,"R","R","FT",91.863982635498,84.6847229003906,85.3290863037109,NA,-6.35082101821899,-35.3332290649414,18.8374538421631,"fielders_choice_out"
2016,5,"R","R","FT",91.979942199707,85.241340637207,76.9513320922852,4775.87353515625,49.0243072509766,-13.9337663650513,231.519989013672,"field_out"
2016,4,"R","L","FF",87.3684812316895,81.2726516723633,81.4824371337891,NA,83.1615371704102,-62.9680480957031,101.706436157227,"field_out"
2016,6,"R","R","FT",92.2517910461426,85.8039779663086,105.201950073242,1603.44848632812,23.0833683013916,-15.3276863098145,421.405548095703,"home_run"
2016,7,"R","R","FT",84.5060449371338,77.9291152954102,88.8170318603516,935.802429199219,5.41898202896118,0.309805691242218,95.795295715332,"field_out"
2016,7,"R","L","FF",88.9461369628906,81.488166809082,53.5065307617188,3062.09912109375,2.44459080696106,-162.779281616211,44.9683990478516,"hit_by_pitch"
2016,6,"L","R","FF",89.4063121337891,83.4687347412109,76.4591903686523,3332.7646484375,21.4235973358154,25.3289909362793,233.032424926758,"single"
2016,8,"L","R","FT",92.2063042602539,85.5170059204102,85.8704376220703,3788.08447265625,21.8038005828857,29.4411468505859,271.529876708984,"field_out"
2016,8,"L","R","FF",91.9018310546875,85.6295852661133,89.8442306518555,1037.71960449219,16.7553844451904,-13.2613859176636,240.668579101562,"single"
2016,8,"R","L","FT",95.133078704834,88.1392440795898,98.5210037231445,NA,-14.6910285949707,6.60363912582397,7.8779993057251,"field_out"
2016,9,"R","R","FF",94.618321472168,86.2375335693359,98.3953475952148,NA,-7.75059080123901,-2.75219511985779,19.0339508056641,"single"
2016,6,"R","R","FT",92.0314127197266,84.6152420043945,84.8845977783203,NA,-11.5032444000244,-10.1359786987305,13.4133653640747,"field_out"
2016,7,"L","L","FF",92.1038419189453,85.82470703125,102.452491760254,NA,6.44282913208008,9.9529447555542,156.575744628906,"double"
2016,6,"R","L","FF",92.4945537414551,85.1163101196289,89.2612228393555,NA,0.820213496685028,21.5214004516602,50.9186706542969,"field_out"
2016,6,"R","R","FF",90.8082438049316,83.4675445556641,88.7449111938477,1208.95031738281,9.35528755187988,3.08238577842712,168.436584472656,"field_out"
2016,9,"R","R","FT",95.1375014648438,86.2597732543945,96.280403137207,2928.57861328125,23.3611907958984,12.723274230957,333.409301757812,"field_out"
2016,5,"R","R","FF",93.3904071960449,87.0584106445312,100.009819030762,4291.40185546875,7.04699897766113,41.9374351501465,151.99674987793,"field_out"
2016,5,"L","L","FT",89.7332841796875,82.1719360351562,68.16357421875,NA,-43.4040145874023,25.0846290588379,6.28327608108521,"field_out"
2016,5,"R","R","FF",93.4135824584961,85.6041717529297,NA,NA,NA,NA,NA,"field_out"
2016,7,"R","L","FF",94.2299094848633,86.6936874389648,99.2427062988281,1765.60400390625,19.0540084838867,3.02710580825806,369.508026123047,"double"
2016,4,"L","R","FF",87.599630279541,81.1810684204102,98.7130584716797,3117.15869140625,33.4803581237793,-0.0669443905353546,389.774200439453,"field_out"
2016,5,"L","R","FT",90.2357513427734,83.3333892822266,107.759178161621,NA,-3.9849750995636,5.41210126876831,19.9265918731689,"force_out"
2016,6,"R","L","FT",91.1985289611817,84.5989227294922,72.7624588012695,NA,-45.254264831543,27.2831020355225,2.16763401031494,"field_out"
2016,4,"R","L","FF",96.3083881530762,89.0029449462891,94.4336929321289,2097.93286132812,19.0281562805176,41.1346473693848,299.986999511719,"double"
2016,9,"R","R","FT",93.3031903686524,86.5586013793945,72.2659225463867,4760.0068359375,18.2120170593262,42.0177192687988,182.142807006836,"double"
2016,7,"L","L","FF",91.5635055236816,83.8301391601562,NA,NA,NA,NA,NA,"field_out"
2016,9,"R","R","FF",94.2228538818359,86.8340835571289,41.085693359375,NA,-50.5232887268066,-4.73103809356689,4.10716152191162,"field_out"
2016,9,"R","L","FF",93.2941991577149,86.4611740112305,105.753204345703,3922.36376953125,4.91515588760376,43.3090400695801,104.204750061035,"double"
2016,7,"R","R","FF",89.4026386413574,82.2132873535156,86.7286834716797,5263.177734375,58.35400390625,29.4530639648438,203.898590087891,"field_out"
2016,8,"L","R","FF",103.396927734375,95.852409362793,83.3367767333984,3386.98999023438,20.4180488586426,27.4916248321533,231.89599609375,"single"
2016,8,"L","L","FF",92.8131901855469,85.858642578125,80.6822967529297,5135.775390625,45.2000885009766,-41.7935485839844,259.814758300781,"field_out"
2016,6,"R","R","FF",87.7742200317383,81.8470001220703,79.088249206543,NA,-19.0016498565674,-19.4098320007324,8.45874404907227,"field_out"
2016,8,"R","L","FT",93.4180676574707,85.0762023925781,75.0690383911133,666.533264160156,12.3371114730835,11.0455570220947,137.299545288086,"field_out"
2016,7,"R","R","FT",87.053128036499,79.676025390625,86.7696914672852,NA,-9.46584129333496,-22.2955684661865,11.9228057861328,"single"
2016,4,"R","R","FT",91.3200872192383,83.3079681396484,103.929412841797,NA,0.668349981307983,-2.04591536521912,65.3834762573242,"single"
2016,6,"R","R","FF",93.8155437011719,86.5301284790039,96.2998504638672,3600.14282226562,34.5563278198242,9.25778198242188,360.442321777344,"field_out"
2016,4,"R","L","FF",91.6583815307617,84.4504623413086,94.7447280883789,4479.3212890625,25.318775177002,-33.1282043457031,323.368408203125,"field_out"
2016,7,"R","R","FT",86.6342718505859,80.1042709350586,95.7472305297852,2001.91088867188,7.73390626907349,-39.6412658691406,153.634841918945,"field_out"
2016,5,"R","R","FF",89.4402997436523,82.9884643554688,100.416061401367,2960.8154296875,29.9605922698975,4.18692827224731,394.529144287109,"field_out"
2016,5,"L","R","FF",91.4991725769043,83.8590316772461,101.20272064209,NA,0.743559062480927,-17.8019638061523,49.9516944885254,"fielders_choice_out"
2016,9,"R","L","FF",96.1755284423828,88.7323608398438,NA,NA,NA,NA,NA,"field_out"
2016,8,"L","L","FF",91.3692266845703,85.4028625488281,69.8300170898438,NA,-37.8684959411621,-32.7367630004883,2.55670881271362,"field_out"
2016,4,"R","L","FF",90.9698358459473,83.7452392578125,39.4817161560059,NA,-2.79219722747803,29.3751201629639,19.652515411377,"force_out"
2016,5,"R","L","FT",94.1529638671875,87.5148162841797,NA,NA,NA,NA,NA,"field_out"
2016,4,"R","R","FF",87.0701270446777,79.6363906860352,100.12068939209,1744.69555664062,18.116325378418,5.7253589630127,354.370880126953,"field_out"
2016,9,"L","L","FF",94.3504895324707,86.3827133178711,97.2614593505859,NA,-21.4229621887207,-7.78085231781006,8.33340167999268,"field_out"
2016,4,"R","R","FT",94.7347181091309,87.0643692016602,82.5566864013672,NA,-7.20406818389893,-4.92763376235962,17.6957969665527,"field_out"
2016,7,"L","R","FT",90.9041916809082,84.2959899902344,105.37622833252,NA,-9.29478073120117,-13.5576467514038,13.1057662963867,"grounded_into_double_play"
2016,9,"L","R","FT",91.220830078125,85.1612854003906,98.8976211547852,4728.04736328125,38.3874969482422,35.660701751709,361.707305908203,"field_out"
2016,9,"R","R","FT",95.6087387390137,88.6380615234375,107.345878601074,NA,-3.39717149734497,-15.3457517623901,22.0565204620361,"field_out"
2016,6,"R","L","FT",90.9483984680176,85.3677368164062,82.1532669067383,1227.10852050781,9.63812637329102,-6.4249906539917,155.6787109375,"double_play"
2016,4,"R","L","FF",87.4681546325684,81.4358215332031,96.6838073730469,1774.02514648438,17.3047637939453,39.6068572998047,230.018478393555,"double"
2016,9,"R","R","FF",92.8444721069336,85.0960693359375,92.9472808837891,900.508605957031,11.7869577407837,-5.76105499267578,224.007858276367,"single"
2016,4,"R","R","FT",88.8240791931152,82.4427947998047,99.0934677124023,NA,-0.358323156833649,-34.9435691833496,33.4893264770508,"field_out"
2016,7,"R","L","FF",94.0740514221192,87.0380783081055,74.5484466552734,NA,-35.6863632202148,17.234338760376,4.58205699920654,"field_out"
2016,8,"R","R","FT",95.083127532959,87.2257308959961,103.875549316406,1058.58630371094,7.52475357055664,-17.0668811798096,163.251068115234,"double_play"
2016,9,"R","R","FT",89.4778255615234,81.9263458251953,91.1525497436523,3904.13403320312,15.4228639602661,31.3129444122314,271.226501464844,"field_out"
2016,8,"R","R","FT",95.1578149414063,87.1316299438477,95.5393905639648,NA,-6.80857372283936,-30.5158863067627,17.2306632995605,"force_out"
2016,6,"L","R","FT",89.8522512207031,83.0816192626953,62.9986343383789,NA,-30.0570392608643,24.6505146026611,3.82782793045044,"field_out"
2016,9,"R","R","FF",94.2209703063965,87.0660018920898,98.0071258544922,3027.92724609375,19.5774745941162,12.6901340484619,330.457824707031,"double"
2016,6,"R","R","FT",90.547633972168,82.7343292236328,67.2778091430664,NA,-4.85474920272827,171.622421264648,31.9969310760498,"hit_by_pitch"
2016,9,"L","R","FF",90.2929662475586,82.6064224243164,80.800163269043,5068.50732421875,57.0520324707031,16.5044860839844,180.587112426758,"field_out"
2016,6,"R","R","FT",93.1284653320313,85.9387359619141,91.0834884643555,NA,-21.3961143493652,-19.1088256835938,8.56175708770752,"single"
2016,7,"R","R","FT",91.8836405029297,85.2530212402344,90.4546203613281,1070.77209472656,10.5992116928101,-4.22230958938599,208.265014648438,"single"
2016,10,"R","L","FF",89.1131507873535,82.9656143188477,81.5163879394531,4676.08837890625,42.4858512878418,-29.4086132049561,272.469543457031,"field_out"
2016,4,"L","L","FT",92.2680980224609,84.7517776489258,74.5826034545898,2404.15869140625,34.4943389892578,12.1018438339233,264.106475830078,"field_out"
2016,7,"R","L","FT",89.2494654541016,82.7161865234375,NA,NA,NA,NA,NA,"field_out"
2016,7,"L","R","FF",91.4023921813965,84.1169281005859,104.382263183594,NA,-5.70272302627563,16.3659133911133,23.7902431488037,"field_out"
2016,8,"L","R","FF",89.875624206543,83.363037109375,96.5364227294922,1398.44055175781,0.881122589111328,5.45191431045532,82.543083190918,"single"
2016,4,"L","R","FT",88.1570645446777,81.6199722290039,96.7370529174805,3799.65844726562,12.9613056182861,34.4238815307617,239.212631225586,"single"
2016,5,"R","L","FT",93.1945465698242,86.8342590332031,84.0443115234375,NA,-12.4635334014893,24.0642185211182,11.7961568832397,"field_out"
2016,7,"L","R","FT",89.5424394836426,82.6716690063477,92.0342559814453,1909.94677734375,12.8022699356079,14.3253650665283,249.090972900391,"single"
2016,8,"R","L","FT",90.93111328125,84.1404342651367,92.8829193115234,4614.42138671875,22.8623218536377,-44.2642517089844,288.339538574219,"double"
2016,9,"R","R","FT",93.0177298278809,85.0871124267578,106.0966796875,3506.03930664062,30.4730243682861,4.04663944244385,449.777130126953,"home_run"
2016,4,"R","R","FT",92.5659631042481,85.4211044311523,104.24129486084,NA,-4.10983180999756,-18.6612243652344,25.6118125915527,"field_out"
2016,7,"R","R","FF",95.4162394104004,87.7427597045898,92.6286392211914,NA,-6.59197044372559,-18.9161758422852,20.0235576629639,"field_out"
2016,6,"R","L","FT",96.4342130737305,89.7505645751953,95.1545486450195,NA,-17.3646488189697,26.0530853271484,8.71623134613037,"field_out"
2016,6,"R","R","FF",93.6203699035645,86.1625595092773,87.9983520507812,NA,-35.3266792297363,-20.594446182251,5.83154344558716,"field_out"
2016,6,"L","L","FF",91.9063266601563,83.9130249023438,92.7230758666992,2926.416015625,16.9292373657227,-23.8198375701904,263.578063964844,"single"
2016,9,"R","L","FT",92.9556967163086,85.9915466308594,101.832450866699,1813.85131835938,26.7994785308838,15.8616619110107,415.283477783203,"home_run"
2016,8,"L","L","FT",94.7602348327637,87.5390701293945,95.2454528808594,NA,-17.0353183746338,24.4933433532715,6.99419498443604,"field_out"
2016,9,"R","L","FT",93.9014076843262,86.8028259277344,104.021675109863,NA,3.09922361373901,4.25828504562378,95.0118408203125,"single"
2016,6,"R","R","FT",90.6688071899414,84.3646087646484,108.004493713379,NA,-6.54412460327148,-27.1065273284912,16.6693897247314,"single"
2016,4,"L","R","FF",91.8128971557617,84.2395629882812,99.0358581542969,1990.20861816406,8.68082332611084,-26.5541839599609,146.162322998047,"single"
2016,6,"L","R","FF",91.1973218078613,85.1434631347656,91.2153396606445,1103.18176269531,5.2190899848938,-18.6177577972412,91.8401107788086,"grounded_into_double_play"
2016,7,"R","L","FT",93.3988260498047,85.8771209716797,70.4040603637695,2540.81274414062,29.6097679138184,9.44000244140625,252.254959106445,"single"
2016,6,"R","R","FT",94.4926526489258,88.5641784667969,NA,NA,NA,NA,NA,"field_out"
2016,6,"R","L","FF",95.3171591796875,86.6228790283203,80.1888580322266,1697.46813964844,-0.568764209747314,-8.95526123046875,48.8118515014648,"field_out"
2016,4,"L","L","FF",93.3779298095703,86.6967010498047,NA,NA,NA,NA,NA,"force_out"
2016,9,"R","R","FF",98.956455871582,92.0165634155273,76.7527389526367,NA,0.869929134845734,25.3315258026123,34.2978248596191,"field_out"
