"year","month","pitcher_throws","bat_side","pitch_type","release_speed","plate_speed","hit_exit_speed","hit_spinrate","hit_vertical_angle","hit_bearing","hit_distance","event_result"
2016,5,"R","L","FT",86.804038192749,80.5493774414062,104.679740905762,NA,-7.82976388931274,19.7382030487061,13.1242733001709,"field_out"
2016,8,"L","R","FT",90.9020167236328,84.1411666870117,83.5052642822266,1356.40698242188,11.9265785217285,-8.75614261627197,206.716995239258,"single"
2016,7,"R","R","FF",93.9090980834961,86.0151062011719,85.9362182617188,NA,-7.9519157409668,-23.0961208343506,19.6397686004639,"grounded_into_double_play"
2016,7,"R","L","FF",93.5631029663086,86.5081253051758,86.3905487060547,NA,-14.6832427978516,34.5769004821777,6.28273439407349,"field_out"
2016,8,"R","R","FT",93.780848449707,86.3551559448242,89.9953384399414,NA,3.9450466632843,-16.143159866333,99.7408447265625,"grounded_into_double_play"
2016,8,"R","L","FF",91.1856665344238,85.0108642578125,NA,NA,NA,NA,NA,"single"
2016,5,"R","R","FT",91.9048385314941,86.0993881225586,95.0785293579102,NA,-19.285041809082,18.1427001953125,5.29966974258423,"field_out"
2016,5,"R","L","FT",93.2252457275391,86.6701202392578,87.4959869384766,4850.86865234375,33.5285491943359,-39.8438949584961,300.687042236328,"field_out"
2016,7,"R","L","FT",95.6160024719238,88.2971954345703,87.2943878173828,3695.51684570312,21.8779983520508,-27.2028408050537,282.751007080078,"field_out"
2016,7,"L","L","FF",87.936852722168,81.1502532958984,107.088081359863,NA,-4.47798490524292,6.40114879608154,19.8080654144287,"single"
2016,5,"R","L","FT",90.1014139099121,83.9023513793945,97.5692977905273,NA,-11.5598249435425,20.6477317810059,15.7248687744141,"field_out"
2016,9,"R","R","FT",95.741005279541,89.2610473632812,88.9688262939453,NA,-7.28891801834106,-9.85262012481689,21.0379047393799,"single"
2016,6,"L","R","FT",88.5458615722656,83.0233993530273,105.486213684082,NA,-9.53048801422119,-11.1443223953247,12.7361850738525,"field_out"
2016,5,"R","R","FT",89.7510480651856,83.5019607543945,88.3130950927734,895.280334472656,11.1346445083618,-24.8281307220459,187.280380249023,"single"
2016,4,"R","R","FF",90.8206067199707,83.8271560668945,NA,NA,NA,NA,NA,"sac_bunt"
2016,5,"L","R","FT",93.2796092529297,85.8821334838867,89.5650405883789,NA,-16.9549961090088,-38.8379211425781,11.4498338699341,"field_out"
2016,8,"R","R","FF",92.9736999511719,86.2555236816406,88.8596878051758,2379.67358398438,30.0973091125488,-34.7659034729004,345.944946289062,"home_run"
2016,9,"R","R","FF",94.0829073486328,86.3616333007812,96.8486328125,4855.9248046875,65.2665176391602,-17.1440086364746,173.181045532227,"field_out"
2016,9,"R","R","FF",96.1693365783692,88.7553939819336,78.1276397705078,4582.17236328125,14.3706474304199,42.9686698913574,177.921249389648,"single"
2016,7,"R","L","FT",93.3105893859863,86.684684753418,101.512336730957,NA,-13.8166465759277,24.6751289367676,11.6470222473145,"single"
2016,8,"R","R","FF",89.9311116333008,82.0260162353516,100.307601928711,2891.15747070312,38.1508903503418,-20.5874862670898,380.3916015625,"double"
2016,6,"L","R","FF",90.7433801269531,83.4206848144531,71.6096343994141,3199.36596679688,53.1856231689453,-32.571346282959,193.068786621094,"field_out"
2016,5,"R","L","FT",90.6571935424805,83.0465774536133,69.2884750366211,NA,-16.2451934814453,-30.760570526123,7.68354034423828,"field_out"
2016,9,"R","L","FT",90.3700991821289,82.8812713623047,92.9778289794922,NA,-21.1540813446045,5.05232763290405,7.84400033950806,"field_out"
2016,7,"R","L","FF",92.884755645752,86.4381866455078,92.6706466674805,4781.71630859375,48.1257934570312,-10.0168304443359,281.021606445312,"field_out"
2016,9,"R","L","FT",89.0768321228027,82.815071105957,83.0007476806641,NA,-38.6458930969238,-23.7212619781494,3.13629746437073,"field_out"
2016,8,"L","R","FT",89.8928053283691,83.6255874633789,81.4483947753906,3358.19482421875,10.0834589004517,32.7495536804199,150.566741943359,"single"
2016,7,"L","L","FF",91.689559387207,85.0537033081055,81.8674468994141,2234.17407226562,5.95214891433716,19.4885883331299,87.4543151855469,"field_out"
