,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
1258,SL,2024-06-02,81.4,1.11,5.8,"Cortes, Nestor",682641,641482,field_out,hit_into_play,,,,,5,Luis Matos flies out to right fielder Juan Soto.,R,R,L,SF,NYY,X,9.0,fly_ball,1,2,2024,-0.47,-0.4,0.13,2.37,,,,0,4,Bot,156.48,99.59,,,,,-1.2947887147526551,-118.61519874311728,-0.4474196875128239,-4.260125521059371,20.088971458398586,-36.063364039905935,3.24,1.59,260.0,79.3,27.0,80.8,2359,5.6,745330,624431,519203,650402,518934,683011,657077,592450,665742,54.92,0.254,0.232,0.0,1.0,0.0,0.0,3.0,32,5,Slider,2,1,2,1,1,2,2,1,Standard,Standard,289,-0.02,-0.167,68.4,6.4,0.305,0.167,88.0,1,1,0.69,0.69,29,22,30,22,2,1,5.0,1.0,6,2,3.8,-0.47,0.47,52.3
1259,FF,2024-06-02,90.3,0.92,5.97,"Cortes, Nestor",682641,641482,,foul,,,,,2,Luis Matos flies out to right fielder Juan Soto.,R,R,L,SF,NYY,S,,,1,2,2024,0.2,1.55,-0.17,3.19,,,,0,4,Bot,,,,,,,-3.1211734900675934,-131.4899528783833,-4.295887465226688,2.987564993694801,26.122560787519003,-13.406937359921717,3.24,1.59,187.0,74.3,20.0,89.8,2245,5.8,745330,624431,519203,650402,518934,683011,657077,592450,665742,54.73,,,,,,,,32,4,4-Seam Fastball,2,1,2,1,1,2,2,1,Standard,Standard,164,0.0,0.0,73.4,6.4,,0.0,88.0,1,1,0.69,0.69,29,22,30,22,2,1,5.0,1.0,6,2,1.22,0.2,-0.2,55.4
1260,FF,2024-06-02,90.7,1.01,6.01,"Cortes, Nestor",682641,641482,,foul,,,,,2,Luis Matos flies out to right fielder Juan Soto.,R,R,L,SF,NYY,S,,,1,1,2024,0.35,1.58,0.18,3.16,,,,0,4,Bot,,,,,,,-2.791057327516524,-132.06104760606178,-4.540756329520487,4.6926248748997645,29.33004689818547,-12.952307960092464,3.24,1.59,144.0,79.3,77.0,89.8,2331,5.8,745330,624431,519203,650402,518934,683011,657077,592450,665742,54.7,,,,,,,,32,3,4-Seam Fastball,2,1,2,1,1,2,2,1,Standard,Standard,163,0.0,-0.051,70.7,7.1,,0.051,88.0,1,1,0.69,0.69,29,22,30,22,2,1,5.0,1.0,6,2,1.2,0.35,-0.35,51.9
1261,FF,2024-06-02,89.5,1.04,6.02,"Cortes, Nestor",682641,641482,,ball,,,,,12,Luis Matos flies out to right fielder Juan Soto.,R,R,L,SF,NYY,B,,,0,1,2024,0.39,1.46,1.13,4.13,,,,0,4,Bot,,,,,,,-0.5957536015574325,-130.33591698155135,-1.743134207315998,4.5649934211608105,27.411084335007427,-15.35288183016669,3.25,1.61,,,,88.6,2174,5.7,745330,624431,519203,650402,518934,683011,657077,592450,665742,54.8,,,,,,,,32,2,4-Seam Fastball,2,1,2,1,1,2,2,1,Standard,Standard,164,0.0,0.023,,,,-0.023,,1,1,0.69,0.69,29,22,30,22,2,1,5.0,1.0,6,2,1.38,0.39,-0.39,54.0
1262,FC,2024-06-02,86.4,1.72,5.8,"Cortes, Nestor",682641,641482,,foul,,,,,7,Luis Matos flies out to right fielder Juan Soto.,R,R,L,SF,NYY,S,,,0,0,2024,-0.36,0.95,-0.44,1.7,,,,0,4,Bot,,,,,,,-4.332917134475675,-125.7457711893234,-5.460049824049919,-3.060910178806146,23.86721841176057,-21.15151535499295,3.24,1.59,47.0,98.3,1.0,85.2,2382,5.4,745330,624431,519203,650402,518934,683011,657077,592450,665742,55.11,,,,,,,,32,1,Cutter,2,1,2,1,1,2,2,1,Standard,Standard,165,0.0,-0.033,66.7,7.8,,0.033,98.3,1,1,0.69,0.69,29,22,30,22,2,1,5.0,1.0,6,2,2.08,-0.36,0.36,44.3
1263,CH,2024-06-02,80.2,1.73,5.52,"Cortes, Nestor",624585,641482,field_out,hit_into_play,,,,,14,Jorge Soler flies out to center fielder Aaron Judge.,R,R,L,SF,NYY,X,8.0,fly_ball,1,2,2024,1.16,0.54,1.28,2.56,,656305.0,,2,3,Bot,119.66,60.32,,,,,-3.1427654874789432,-116.72025424065464,-0.824801702136632,11.19624544753162,23.26489755939368,-27.278694657009712,3.64,1.77,344.0,87.3,28.0,79.1,1183,5.6,745330,624431,519203,650402,518934,683011,657077,592450,665742,54.86,0.046,0.049,0.0,1.0,0.0,0.0,3.0,28,4,Changeup,2,1,2,1,1,2,2,1,Standard,Standard,112,-0.031,-0.235,79.9,8.0,0.082,0.235,88.0,1,1,0.66,0.66,29,32,30,32,2,1,5.0,1.0,6,1,3.02,1.16,-1.16,41.3
1264,FF,2024-06-02,91.1,0.94,5.98,"Cortes, Nestor",624585,641482,,foul,,,,,4,Jorge Soler flies out to center fielder Aaron Judge.,R,R,L,SF,NYY,S,,,1,1,2024,0.38,1.47,-0.46,2.82,,656305.0,,2,3,Bot,,,,,,,-4.306602354906043,-132.6727406124978,-5.196955940968187,5.410621132903831,27.26735769820502,-13.827590333326889,3.64,1.77,202.0,67.6,31.0,90.6,2291,5.9,745330,624431,519203,650402,518934,683011,657077,592450,665742,54.62,,,,,,,,28,3,4-Seam Fastball,2,1,2,1,1,2,2,1,Standard,Standard,161,0.0,-0.066,74.4,6.8,,0.066,88.0,1,1,0.66,0.66,29,32,30,32,2,1,5.0,1.0,6,1,1.26,0.38,-0.38,55.6
1265,CH,2024-06-02,80.8,1.51,5.57,"Cortes, Nestor",624585,641482,,swinging_strike,,,,,14,Jorge Soler flies out to center fielder Aaron Judge.,R,R,L,SF,NYY,S,,,1,0,2024,1.13,0.19,1.41,1.85,,656305.0,,2,3,Bot,,,,,,,-2.3426519376999853,-117.78298463187032,-2.033601746364986,10.938726157506318,21.26122818982211,-30.20514902583712,3.64,1.77,,,,80.4,1475,5.8,745330,624431,519203,650402,518934,683011,657077,592450,665742,54.72,,,,,,,,28,2,Changeup,2,1,2,1,1,2,2,1,Standard,Standard,120,0.0,-0.048,77.4,8.6,,0.048,,1,1,0.66,0.66,29,32,30,32,2,1,5.0,1.0,6,1,3.27,1.13,-1.13,42.0
1266,CH,2024-06-02,83.6,1.52,5.66,"Cortes, Nestor",624585,641482,,ball,,,,,12,Jorge Soler flies out to center fielder Aaron Judge.,R,R,L,SF,NYY,B,,,0,0,2024,0.88,0.11,1.58,3.58,,656305.0,,2,3,Bot,,,,,,,-1.5843666024989966,-121.85964593557516,1.3102229467700328,9.16849350478278,21.109887321036656,-31.487885802629098,3.66,1.7,,,,83.5,1363,5.8,745330,624431,519203,650402,518934,683011,657077,592450,665742,54.66,,,,,,,,28,1,Changeup,2,1,2,1,1,2,2,1,Standard,Standard,121,0.0,0.016,,,,-0.016,,1,1,0.66,0.66,29,32,30,32,2,1,5.0,1.0,6,1,3.11,0.88,-0.88,44.9
1267,FF,2024-06-02,90.9,1.07,5.94,"Cortes, Nestor",656305,641482,double,hit_into_play,,,,,5,Matt Chapman doubles (15) on a sharp line drive to center fielder Aaron Judge.,R,R,L,SF,NYY,X,8.0,line_drive,0,0,2024,0.46,1.32,0.06,2.88,,,,2,3,Bot,88.54,57.64,,,,,-3.472471566514116,-132.4386873903379,-4.635599375832621,6.10688590981875,26.05480314630517,-15.793628101998694,3.52,1.69,362.0,107.8,17.0,90.5,2241,5.8,745330,624431,519203,650402,518934,683011,657077,592450,665742,54.7,0.64,0.774,1.25,1.0,1.0,1.0,6.0,27,1,4-Seam Fastball,2,1,2,1,1,2,2,1,Standard,Standard,167,0.022,0.237,75.9,7.1,1.201,-0.237,107.8,1,1,0.638,0.638,29,31,30,31,2,1,5.0,1.0,6,1,1.41,0.46,-0.46,55.2
1268,FF,2024-06-02,90.8,1.09,5.98,"Cortes, Nestor",527038,641482,field_out,hit_into_play,,,,,6,Wilmer Flores flies out to center fielder Aaron Judge.,R,R,L,SF,NYY,X,8.0,fly_ball,2,1,2024,0.46,1.59,0.55,2.29,,,,1,3,Bot,147.22,56.42,,,,,-2.32692657504928,-132.1370845452447,-6.703655412289629,5.897977734428158,26.239811121675118,-12.364400837131813,3.16,1.52,357.0,95.7,31.0,90.4,2327,5.9,745330,624431,519203,650402,518934,683011,657077,592450,665742,54.59,0.171,0.31,0.0,1.0,0.0,0.0,5.0,26,4,4-Seam Fastball,2,1,2,1,1,2,2,1,Standard,Standard,166,-0.015,-0.191,68.9,7.1,0.603,0.191,95.7,1,1,0.653,0.653,29,32,30,33,2,1,5.0,1.0,6,2,1.16,0.46,-0.46,53.8
1269,FC,2024-06-02,86.0,1.78,5.75,"Cortes, Nestor",527038,641482,,foul,,,,,4,Wilmer Flores flies out to center fielder Aaron Judge.,R,R,L,SF,NYY,S,,,2,0,2024,-0.33,0.52,-0.6,2.19,,,,1,3,Bot,,,,,,,-4.907665562099163,-125.24131498300308,-3.244305053799037,-2.5460491881662946,23.929136269758715,-26.242870077223884,3.16,1.52,145.0,98.4,9.0,85.1,2366,5.5,745330,624431,519203,650402,518934,683011,657077,592450,665742,54.96,,,,,,,,26,3,Cutter,2,1,2,1,1,2,2,1,Standard,Standard,187,0.0,-0.041,,,,0.041,98.4,1,1,0.653,0.653,29,32,30,33,2,1,5.0,1.0,6,2,2.54,-0.33,0.33,41.8
1270,ST,2024-06-02,76.9,1.96,5.55,"Cortes, Nestor",527038,641482,,ball,,,,,13,Wilmer Flores flies out to center fielder Aaron Judge.,R,R,L,SF,NYY,B,,,1,0,2024,-0.87,0.29,-0.37,0.47,,,,1,3,Bot,,,,,,,-3.3095751952129286,-112.0597898417376,-4.376781099053457,-6.916722006101595,17.43165987313928,-29.16803969805968,3.19,1.54,,,,76.3,2636,5.5,745330,624431,519203,650402,518934,683011,657077,592450,665742,55.0,,,,,,,,26,2,Sweeper,2,1,2,1,1,2,2,1,Standard,Standard,291,0.0,0.046,,,,-0.046,,1,1,0.653,0.653,29,32,30,33,2,1,5.0,1.0,6,2,3.51,-0.87,0.87,38.7
1271,FC,2024-06-02,86.2,1.79,5.72,"Cortes, Nestor",527038,641482,,ball,,,,,13,Wilmer Flores flies out to center fielder Aaron Judge.,R,R,L,SF,NYY,B,,,0,0,2024,-0.35,0.97,-0.68,1.35,,,,1,3,Bot,,,,,,,-5.087909699725515,-125.41931678073712,-6.097207511710191,-2.8025795491382657,22.867574329297952,-20.935897522565764,3.22,1.54,,,,85.4,2433,5.6,745330,624431,519203,650402,518934,683011,657077,592450,665742,54.92,,,,,,,,26,1,Cutter,2,1,2,1,1,2,2,1,Standard,Standard,181,0.0,0.025,,,,-0.025,,1,1,0.653,0.653,29,32,30,33,2,1,5.0,1.0,6,2,2.07,-0.35,0.35,42.3
1272,ST,2024-06-02,77.1,2.57,4.93,"Cortes, Nestor",689172,641482,strikeout,swinging_strike,,,,,13,Brett Wisely strikes out swinging.,R,L,L,SF,NYY,S,2.0,,1,2,2024,-0.76,0.49,-1.18,1.38,,,,0,3,Bot,,,,,,,-6.538263952042399,-112.24389014015614,-1.543873586332991,-5.410199297497703,18.511789084337327,-27.91367327278655,3.47,1.61,,,,76.7,2686,5.8,745330,624431,519203,650402,518934,683011,657077,592450,665742,54.71,,0.0,0.0,1.0,0.0,0.0,,25,5,Sweeper,2,1,2,1,1,2,2,1,Infield shade,Standard,291,-0.02,-0.167,67.2,8.0,,0.167,,1,1,0.673,0.673,29,25,30,25,2,1,5.0,1.0,6,1,3.31,-0.76,-0.76,23.0
1273,ST,2024-06-02,75.8,1.73,5.65,"Cortes, Nestor",689172,641482,,foul,,,,,8,Brett Wisely strikes out swinging.,R,L,L,SF,NYY,S,,,1,2,2024,-0.9,-0.08,0.19,1.91,,,,0,3,Bot,,,,,,,-1.5968701908809366,-110.44171334909936,-0.6438414933178982,-7.094916756026734,19.346012639650212,-32.92195150459902,3.47,1.61,317.0,94.8,22.0,75.0,2650,5.6,745330,624431,519203,650402,518934,683011,657077,592450,665742,54.9,,,,,,,,25,4,Sweeper,2,1,2,1,1,2,2,1,Infield shade,Standard,295,0.0,0.0,70.1,7.2,,0.0,94.8,1,1,0.673,0.673,29,25,30,25,2,1,5.0,1.0,6,1,4.03,-0.9,-0.9,44.8
1274,FF,2024-06-02,91.0,0.94,6.01,"Cortes, Nestor",689172,641482,,ball,,,,,14,Brett Wisely strikes out swinging.,R,L,L,SF,NYY,B,,,0,2,2024,0.33,1.66,0.11,1.52,,,,0,3,Bot,,,,,,,-2.7712137333979445,-132.27170739942045,-8.846383629879075,4.46034464560867,27.693859282552506,-10.98346642706301,3.57,1.76,,,,90.3,2390,5.9,745330,624431,519203,650402,518934,683011,657077,592450,665742,54.59,,,,,,,,25,3,4-Seam Fastball,2,1,2,1,1,2,2,1,Infield shade,Standard,165,0.0,0.021,,,,-0.021,,1,1,0.673,0.673,29,25,30,25,2,1,5.0,1.0,6,1,1.09,0.33,0.33,55.1
1275,ST,2024-06-02,77.5,1.83,5.64,"Cortes, Nestor",689172,641482,,foul,,,,,7,Brett Wisely strikes out swinging.,R,L,L,SF,NYY,S,,,0,1,2024,-1.04,0.19,-0.81,2.16,,,,0,3,Bot,,,,,,,-3.672901795536165,-112.75290224747768,-0.7907345523795849,-8.132525933575348,22.214679849578328,-30.651028535891697,3.47,1.61,2.0,75.8,-54.0,76.0,2627,5.4,745330,624431,519203,650402,518934,683011,657077,592450,665742,55.07,,,,,,,,25,2,Sweeper,2,1,2,1,1,2,2,1,Infield shade,Standard,278,0.0,-0.049,68.2,7.1,,0.049,88.0,1,1,0.673,0.673,29,25,30,25,2,1,5.0,1.0,6,1,3.63,-1.04,-1.04,41.7
1276,FF,2024-06-02,90.1,0.98,6.01,"Cortes, Nestor",689172,641482,,called_strike,,,,,8,Brett Wisely strikes out swinging.,R,L,L,SF,NYY,S,,,0,0,2024,0.6,1.52,-0.01,1.98,,,,0,3,Bot,,,,,,,-3.692930255573391,-131.05424910697627,-7.147384314930746,7.658735405289654,29.765946777907946,-13.402898663163368,3.46,1.63,,,,89.0,2276,5.8,745330,624431,519203,650402,518934,683011,657077,592450,665742,54.68,,,,,,,,25,1,4-Seam Fastball,2,1,2,1,1,2,2,1,Infield shade,Standard,168,0.0,-0.033,,,,0.033,,1,1,0.673,0.673,29,25,30,25,2,1,5.0,1.0,6,1,1.31,0.6,0.6,54.0
1277,FF,2024-06-02,90.4,0.86,6.02,"Cortes, Nestor",671218,641482,home_run,hit_into_play,,,,,5,Heliot Ramos homers (3) on a fly ball to center field.,R,R,L,SF,NYY,X,,fly_ball,2,2,2024,0.65,1.53,-0.09,2.22,,,,0,3,Bot,108.49,36.12,,,,,-3.710845578459224,-131.5697675505465,-6.71386512509018,8.276959467421074,27.13220514282321,-13.217758540778162,3.24,1.55,405.0,108.2,37.0,89.5,2233,5.7,745330,624431,519203,650402,518934,683011,657077,592450,665742,54.84,0.746,1.564,2.0,1.0,0.0,3.0,6.0,24,7,4-Seam Fastball,1,1,1,1,1,2,2,1,Standard,Standard,162,0.119,1.025,77.8,7.4,3.008,-1.025,108.2,0,0,0.554,0.554,29,24,30,25,2,1,5.0,1.0,6,1,1.26,0.65,-0.65,54.7
1278,CH,2024-06-02,83.4,1.63,5.58,"Cortes, Nestor",671218,641482,,ball,,,,,14,Heliot Ramos homers (3) on a fly ball to center field.,R,R,L,SF,NYY,B,,,1,2,2024,1.38,0.31,1.39,1.89,,,,0,3,Bot,,,,,,,-3.228674087708856,-121.5694805636265,-2.705612546675704,14.37866356838362,22.196324029636685,-28.743418574913875,3.25,1.57,,,,83.0,1308,5.8,745330,624431,519203,650402,518934,683011,657077,592450,665742,54.74,,,,,,,,24,6,Changeup,1,1,1,1,1,1,1,1,Standard,Standard,115,0.0,0.036,,,,-0.036,,0,0,0.554,0.554,29,24,30,25,2,1,5.0,1.0,6,1,2.93,1.38,-1.38,40.4
1279,FC,2024-06-02,86.9,1.62,5.74,"Cortes, Nestor",671218,641482,,foul,,,,,1,Heliot Ramos homers (3) on a fly ball to center field.,R,R,L,SF,NYY,S,,,1,2,2024,-0.13,0.95,-0.65,2.99,,,,0,3,Bot,,,,,,,-5.109003478072941,-126.65032670813538,-2.395560431387595,-0.4341995527371354,22.956983305628142,-21.64586734290001,3.24,1.55,132.0,70.9,25.0,86.2,2342,5.5,745330,624431,519203,650402,518934,683011,657077,592450,665742,55.02,,,,,,,,24,5,Cutter,1,1,1,1,1,1,1,1,Standard,Standard,162,0.0,0.0,76.0,6.8,,0.0,88.0,0,0,0.554,0.554,29,24,30,25,2,1,5.0,1.0,6,1,2.03,-0.13,0.13,43.5
1280,FF,2024-06-02,92.6,1.03,6.05,"Cortes, Nestor",671218,641482,,foul,,,,,5,Heliot Ramos homers (3) on a fly ball to center field.,R,R,L,SF,NYY,S,,,1,2,2024,0.74,1.61,0.23,2.63,,,,0,3,Bot,,,,,,,-3.630237890981697,-134.84677763500147,-6.4559483105054944,9.756157539027775,27.470129139926527,-11.348018940488522,3.24,1.55,,,,92.2,2366,5.9,745330,624431,519203,650402,518934,683011,657077,592450,665742,54.64,,,,,,,,24,4,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,163,0.0,0.0,71.5,5.9,,0.0,,0,0,0.554,0.554,29,24,30,25,2,1,5.0,1.0,6,1,1.03,0.74,-0.74,57.7
1281,FC,2024-06-02,86.2,1.64,5.86,"Cortes, Nestor",671218,641482,,foul,,,,,2,Heliot Ramos homers (3) on a fly ball to center field.,R,R,L,SF,NYY,S,,,1,1,2024,-0.38,0.73,-0.22,2.99,,,,0,3,Bot,,,,,,,-3.619116861026702,-125.66975061125255,-2.1608034506594818,-3.437111149782495,21.32632691690216,-24.19488891339588,3.24,1.55,,,,85.7,2435,5.5,745330,624431,519203,650402,518934,683011,657077,592450,665742,55.01,,,,,,,,24,3,Cutter,1,1,1,1,1,1,1,1,Standard,Standard,188,0.0,-0.051,77.1,6.5,,0.051,,0,0,0.554,0.554,29,24,30,25,2,1,5.0,1.0,6,1,2.29,-0.38,0.38,47.1
1282,FF,2024-06-02,88.4,1.1,6.07,"Cortes, Nestor",671218,641482,,swinging_strike,,,,,11,Heliot Ramos homers (3) on a fly ball to center field.,R,R,L,SF,NYY,S,,,1,0,2024,0.22,1.51,-0.23,3.95,,,,0,3,Bot,,,,,,,-3.658751758345518,-128.82432126365111,-2.276810586301377,3.1275817023468795,24.50858944409923,-14.992965378082433,3.24,1.55,,,,88.1,2271,5.8,745330,624431,519203,650402,518934,683011,657077,592450,665742,54.67,,,,,,,,24,2,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,164,0.0,-0.044,50.6,4.9,,0.044,,0,0,0.554,0.554,29,24,30,25,2,1,5.0,1.0,6,1,1.38,0.22,-0.22,55.1
1283,FC,2024-06-02,85.8,1.77,5.88,"Cortes, Nestor",671218,641482,,ball,,,,,11,Heliot Ramos homers (3) on a fly ball to center field.,R,R,L,SF,NYY,B,,,0,0,2024,-0.52,0.94,-0.53,4.1,,,,0,3,Bot,,,,,,,-4.310144501650493,-124.94798423305544,0.1056883621017609,-4.641634064479645,24.44849302303619,-22.494833138496272,3.28,1.57,,,,84.6,2427,5.4,745330,624431,519203,650402,518934,683011,657077,592450,665742,55.11,,,,,,,,24,1,Cutter,1,1,1,1,1,1,1,1,Standard,Standard,180,0.0,0.034,,,,-0.034,,0,0,0.554,0.554,29,24,30,25,2,1,5.0,1.0,6,1,2.14,-0.52,0.52,42.4
1284,FF,2024-06-02,91.6,0.78,5.95,"Cortes, Nestor",592200,641482,field_out,hit_into_play,,,,,5,Curt Casali flies out to right fielder Juan Soto.,R,R,L,SF,NYY,X,9.0,fly_ball,3,2,2024,0.04,1.59,-0.16,2.51,669477.0,,666149.0,2,2,Bot,150.49,111.29,,,,,-2.44311408001949,-133.34004098851412,-6.235655703867676,1.0485102328813731,28.54303271953552,-12.053350427373362,3.39,1.54,229.0,83.7,56.0,91.1,2292,6.0,745330,624431,519203,650402,518934,683011,657077,592450,665742,54.52,0.011,0.01,0.0,1.0,0.0,0.0,3.0,19,6,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,161,-0.051,-0.557,72.6,7.4,0.011,0.557,88.0,0,0,0.551,0.551,29,35,30,36,1,0,5.0,4.0,6,3,1.12,0.04,-0.04,54.8
1285,ST,2024-06-02,78.8,1.68,5.54,"Cortes, Nestor",592200,641482,,ball,,,,,14,Curt Casali flies out to right fielder Juan Soto.,R,R,L,SF,NYY,B,,,2,2,2024,-0.9,0.46,1.18,0.98,669477.0,,666149.0,2,2,Bot,,,,,,,0.5777725444304933,-114.74993757376488,-3.91789238463663,-8.045401188363197,21.147753534536744,-27.631227104440327,3.37,1.56,,,,78.1,2632,5.7,745330,624431,519203,650402,518934,683011,657077,592450,665742,54.75,,,,,,,,19,5,Sweeper,1,1,1,1,1,1,1,1,Standard,Standard,313,0.0,0.135,,,,-0.135,,0,0,0.551,0.551,29,35,30,36,1,0,5.0,4.0,6,3,3.21,-0.9,0.9,42.6
1286,FF,2024-06-02,91.4,0.9,5.93,"Cortes, Nestor",592200,641482,,called_strike,,,,,9,Curt Casali flies out to right fielder Juan Soto.,R,R,L,SF,NYY,S,,,2,1,2024,0.1,1.54,0.41,2.11,669477.0,,666149.0,2,2,Bot,,,,,,,-1.4521403089317713,-132.94329447393346,-7.0195545018405445,1.5464389334381892,28.666555818720465,-12.57231031950144,3.37,1.56,,,,90.7,2290,5.9,745330,624431,519203,650402,518934,683011,657077,592450,665742,54.63,,,,,,,,19,4,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,163,0.0,-0.096,,,,0.096,,0,0,0.551,0.551,29,35,30,36,1,0,5.0,4.0,6,3,1.19,0.1,-0.1,52.7
1287,FF,2024-06-02,91.4,0.95,5.96,"Cortes, Nestor",592200,641482,,called_strike,,,,,9,Curt Casali flies out to right fielder Juan Soto.,R,R,L,SF,NYY,S,,,2,0,2024,0.18,1.55,0.64,1.86,669477.0,,666149.0,2,2,Bot,,,,,,,-1.1647821883263474,-133.0309418708448,-7.791064837514635,2.3658087312649227,26.290566382789542,-12.27073815087901,3.43,1.56,,,,90.9,2313,5.8,745330,624431,519203,650402,518934,683011,657077,592450,665742,54.7,,,,,,,,19,3,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,160,0.0,-0.135,,,,0.135,,0,0,0.551,0.551,29,35,30,36,1,0,5.0,4.0,6,3,1.16,0.18,-0.18,54.9
1288,ST,2024-06-02,77.3,1.81,5.58,"Cortes, Nestor",592200,641482,,ball,,,,,12,Curt Casali flies out to right fielder Juan Soto.,R,R,L,SF,NYY,B,,,1,0,2024,-1.08,0.22,1.22,3.5,669477.0,,666149.0,2,2,Bot,,,,,,,0.6835356175591315,-112.69926511507188,1.9585808578376256,-9.371686662606058,17.40294466332613,-30.782906316389138,3.37,1.44,,,,77.2,2527,5.7,745330,624431,519203,650402,518934,683011,657077,592450,665742,54.76,,,,,,,,19,2,Sweeper,1,1,1,1,1,1,1,1,Standard,Standard,276,0.0,0.1,,,,-0.1,,0,0,0.551,0.551,29,35,30,36,1,0,5.0,4.0,6,3,3.54,-1.08,1.08,39.9
1289,ST,2024-06-02,77.9,1.94,5.63,"Cortes, Nestor",592200,641482,,ball,,,,,12,Curt Casali flies out to right fielder Juan Soto.,R,R,L,SF,NYY,B,,,0,0,2024,-1.26,0.37,1.01,3.43,669477.0,,666149.0,2,2,Bot,,,,,,,0.3092216519970528,-113.54265360402586,1.383855391593277,-11.055944648748484,18.940418411202955,-29.410841831350304,3.34,1.44,,,,77.5,2452,5.7,745330,624431,519203,650402,518934,683011,657077,592450,665742,54.82,,,,,,,,19,1,Sweeper,1,1,1,1,1,1,1,1,Standard,Standard,290,0.0,0.05,,,,-0.05,,0,0,0.551,0.551,29,35,30,36,1,0,5.0,4.0,6,3,3.35,-1.26,1.26,38.2
1290,FC,2024-06-02,87.6,1.77,5.69,"Cortes, Nestor",666149,641482,single,hit_into_play,,,,,3,Tyler Fitzgerald singles on a sharp line drive to center fielder Aaron Judge.   Casey Schmitt to 3rd.,R,R,L,SF,NYY,X,8.0,line_drive,3,2,2024,-0.41,0.74,0.74,3.45,,,669477.0,2,2,Bot,108.42,101.9,,,,,-1.6112168438313517,-127.7602583547948,-0.894363713493797,-4.241884638143557,23.007044538691652,-23.99988082363084,3.4,1.59,207.0,101.2,12.0,87.4,2276,5.7,745330,624431,519203,650402,518934,683011,657077,592450,665742,54.78,0.946,0.922,0.9,1.0,1.0,0.0,4.0,18,9,Cutter,1,1,1,1,1,1,1,1,Standard,Standard,174,0.027,0.26,66.6,6.7,1.165,-0.26,101.2,0,0,0.524,0.524,29,26,30,27,1,0,5.0,4.0,6,3,2.19,-0.41,0.41,43.1
1291,FF,2024-06-02,91.7,0.76,6.0,"Cortes, Nestor",666149,641482,,foul,,,,,9,Tyler Fitzgerald singles on a sharp line drive to center fielder Aaron Judge.   Casey Schmitt to 3rd.,R,R,L,SF,NYY,S,,,3,2,2024,0.49,1.52,0.48,1.91,,,669477.0,2,2,Bot,,,,,,,-1.7539677697913452,-133.42008965012985,-7.703553650640072,6.178582254684466,28.622701203688887,-12.569846790751615,3.4,1.59,200.0,71.2,54.0,91.1,2214,6.0,745330,624431,519203,650402,518934,683011,657077,592450,665742,54.55,,,,,,,,18,8,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,163,0.0,0.0,69.4,7.7,,0.0,88.0,0,0,0.524,0.524,29,26,30,27,1,0,5.0,4.0,6,3,1.19,0.49,-0.49,56.7
1292,FF,2024-06-02,91.9,0.87,6.0,"Cortes, Nestor",666149,641482,,foul,,,,,8,Tyler Fitzgerald singles on a sharp line drive to center fielder Aaron Judge.   Casey Schmitt to 3rd.,R,R,L,SF,NYY,S,,,3,2,2024,0.22,1.43,-0.26,1.86,,,669477.0,2,2,Bot,,,,,,,-3.303588055120702,-133.7025483351435,-7.66714750347141,3.3577473062481302,27.844029376739257,-13.567677161446037,3.4,1.59,362.0,102.6,31.0,91.0,2185,5.7,745330,624431,519203,650402,518934,683011,657077,592450,665742,54.82,,,,,,,,18,7,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,163,0.0,0.0,75.4,8.2,,0.0,102.6,0,0,0.524,0.524,29,26,30,27,1,0,5.0,4.0,6,3,1.26,0.22,-0.22,54.4
