,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
15,FC,2022-04-07,94.2,-0.54,5.87,"Ortega, Rafael",542364,669203,,ball,,,,,14,Rafael Ortega flies out to right fielder Hunter Renfroe.,R,L,R,CHC,MIL,B,,,2,1,2022,0.44,1.04,1.82,1.47,,,,1,5,Bot,,,,,553882,,,5.160109331658449,-136.98068253938757,-8.029431727278174,4.386692952257124,31.25029579882863,-17.52120821265053,3.32,1.51,,,,94.4,2707,6.5,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,53.97,,,,,,,,42,4,Cutter,3,1,3,1,1,3,3,1,Standard,Standard,189,0.0,0.075,,
16,FC,2022-04-07,94.5,-0.68,5.83,"Ortega, Rafael",542364,669203,,called_strike,,,,,8,Rafael Ortega flies out to right fielder Hunter Renfroe.,R,L,R,CHC,MIL,S,,,2,0,2022,0.29,1.09,-0.01,1.6,,,,1,5,Bot,,,,,553882,,,1.0758153328581177,-137.4472153228788,-7.786266835198491,3.499105416131674,30.441919668304784,-16.89216438895973,3.17,1.51,,,,95.0,2635,6.6,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,53.92,,,,,,,,42,3,Cutter,3,1,3,1,1,3,3,1,Standard,Standard,186,0.0,-0.042,,
19,CU,2022-04-07,79.8,-0.42,6.12,"Ortega, Rafael",542364,669203,,ball,,,,,13,Rafael Ortega flies out to right fielder Hunter Renfroe.,R,L,R,CHC,MIL,B,,,1,0,2022,0.85,-0.83,-0.48,1.2,,,,1,5,Bot,,,,,553882,,,-1.7499482338597867,-116.19737576927784,-2.4774352680805545,8.038244737152123,24.06035705830864,-39.32186958748303,3.21,1.51,,,,79.6,2839,6.4,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.15,,,,,,,,42,2,Curveball,3,1,3,1,1,3,3,1,Standard,Standard,45,0.0,0.044,,
20,CU,2022-04-07,82.1,-0.63,6.09,"Ortega, Rafael",542364,669203,,ball,,,,,14,Rafael Ortega flies out to right fielder Hunter Renfroe.,R,L,R,CHC,MIL,B,,,0,0,2022,0.71,-0.55,0.0,1.14,,,,1,5,Bot,,,,,553882,,,0.0481788235237578,-119.47638390171906,-3.559994560826193,6.785954408786513,24.489731438324505,-36.920462427442025,3.24,1.51,,,,82.2,2835,6.5,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.0,,,,,,,,42,1,Curveball,3,1,3,1,1,3,3,1,Standard,Standard,66,0.0,0.023,,
23,SL,2022-04-07,86.6,-0.6,5.85,"Hoerner, Nico",663538,669203,home_run,hit_into_play,,,,,5,Nico Hoerner homers (1) on a line drive to left center field.   Jason Heyward scores.,R,R,R,CHC,MIL,X,,line_drive,1,1,2022,0.69,-0.02,0.2,2.18,,,518792.0,1,5,Bot,60.66,67.58,,,553882,,,0.5172886440495286,-126.06133257013586,-2.4826868554560235,7.166228122399233,27.4674081453609,-32.11197801310971,3.41,1.56,374.0,105.3,19.0,86.6,2763,6.4,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.07,0.549,0.686,2.0,1.0,0.0,3.0,6.0,41,3,Slider,1,1,1,1,1,3,3,1,Standard,Standard,106,0.237,1.735,,
25,SL,2022-04-07,87.1,-0.67,5.86,"Hoerner, Nico",663538,669203,,ball,,,,,8,Nico Hoerner homers (1) on a line drive to left center field.   Jason Heyward scores.,R,R,R,CHC,MIL,B,,,0,1,2022,0.65,0.1,0.04,1.54,,,518792.0,1,5,Bot,,,,,553882,,,0.3497696304305507,-126.74619348820266,-4.367833691763575,6.881024213776636,28.640463339247702,-30.30568303498968,3.13,1.56,,,,87.0,2825,6.5,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.02,,,,,,,,41,2,Slider,1,1,1,1,1,1,1,1,Standard,Standard,129,0.0,0.031,,
26,FC,2022-04-07,94.0,-0.63,5.86,"Hoerner, Nico",663538,669203,,foul,,,,,6,Nico Hoerner homers (1) on a line drive to left center field.   Jason Heyward scores.,R,R,R,CHC,MIL,S,,,0,0,2022,0.31,1.17,0.69,2.44,,,518792.0,1,5,Bot,,,,,553882,,,2.748845595210875,-136.87034553648937,-5.788402064992924,3.2616167371370923,29.54655188372461,-16.434300736933725,3.41,1.56,168.0,69.3,61.0,94.5,2712,6.5,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,53.98,,,,,,,,41,1,Cutter,1,1,1,1,1,1,1,1,Standard,Standard,192,0.0,-0.048,,
29,FC,2022-04-07,95.2,-0.61,5.99,"Wisdom, Patrick",621550,669203,sac_fly,hit_into_play,,,,,6,Patrick Wisdom out on a sacrifice fly to center fielder Lorenzo Cain.   Seiya Suzuki scores.,R,R,R,CHC,MIL,X,8.0,fly_ball,0,0,2022,0.04,1.1,0.38,2.45,673548.0,,518792.0,0,5,Bot,112.87,69.94,,,553882,,,2.5333919241232303,-138.5704448280945,-6.141990084364935,-0.1280622312216769,31.710331749113102,-16.81417217374912,3.47,1.59,322.0,94.0,43.0,95.6,2620,6.5,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,53.96,0.009,0.008,0.0,1.0,0.0,0.0,3.0,40,1,Cutter,0,1,0,1,1,1,1,1,Standard,Standard,191,-0.025,-0.357,,
30,CH,2022-04-07,89.7,-0.7,5.78,"Heyward, Jason",518792,669203,single,hit_into_play,,,,,7,Jason Heyward singles on a line drive to center fielder Lorenzo Cain.   Seiya Suzuki to 3rd.,R,L,R,CHC,MIL,X,8.0,line_drive,2,1,2022,-1.45,0.74,-0.72,1.63,,,673548.0,0,5,Bot,124.9,98.49,,,553882,,,3.030549778375513,-130.34704565775738,-5.73142159391506,-17.0595869465282,32.73167823201599,-22.64432535461155,3.58,1.68,264.0,96.9,11.0,89.2,1949,6.5,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.0,0.837,0.817,0.9,1.0,1.0,0.0,4.0,39,4,Changeup,0,1,0,1,1,0,0,1,Standard,Standard,221,0.132,0.601,,
32,CH,2022-04-07,89.5,-0.58,5.79,"Heyward, Jason",518792,669203,,ball,,,,,13,Jason Heyward singles on a line drive to center fielder Lorenzo Cain.   Seiya Suzuki to 3rd.,R,L,R,CHC,MIL,B,,,1,1,2022,-1.42,0.27,-0.59,0.75,,,673548.0,0,5,Bot,,,,,553882,,,3.008351418239592,-129.99549948608038,-6.862068145293334,-16.610408701364694,33.42388235063945,-27.63535418147219,3.47,1.68,,,,89.0,2002,6.6,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,53.92,,,,,,,,39,3,Changeup,0,1,0,1,1,0,0,1,Standard,Standard,217,0.0,0.096,,
35,FC,2022-04-07,94.3,-0.47,6.02,"Heyward, Jason",518792,669203,,ball,,,,,12,Jason Heyward singles on a line drive to center fielder Lorenzo Cain.   Seiya Suzuki to 3rd.,R,L,R,CHC,MIL,B,,,0,1,2022,0.4,1.07,1.99,2.61,,,673548.0,0,5,Bot,,,,,553882,,,5.530505930977081,-137.17164159477855,-5.524352971927239,3.689171314190254,33.383277188757475,-17.591903378216838,3.54,1.68,,,,94.2,2677,6.5,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.01,,,,,,,,39,2,Cutter,0,1,0,1,1,0,0,1,Standard,Standard,195,0.0,0.051,,
37,FC,2022-04-07,94.1,-0.51,6.03,"Heyward, Jason",518792,669203,,swinging_strike,,,,,12,Jason Heyward singles on a line drive to center fielder Lorenzo Cain.   Seiya Suzuki to 3rd.,R,L,R,CHC,MIL,S,,,0,0,2022,0.31,1.39,0.77,3.7,,,673548.0,0,5,Bot,,,,,553882,,,2.63273109565556,-137.00714558408424,-3.431757070123763,3.320176796233742,31.359053416398552,-14.15419198424124,3.58,1.68,,,,94.3,2553,6.4,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.06,,,,,,,,39,1,Cutter,0,1,0,1,1,0,0,1,Strategic,Standard,193,0.0,-0.066,,
38,SL,2022-04-07,87.0,-0.69,5.89,"Suzuki, Seiya",673548,669203,single,hit_into_play,,,,,9,Seiya Suzuki singles on a line drive to left fielder Christian Yelich.,R,R,R,CHC,MIL,X,7.0,line_drive,0,1,2022,0.6,-0.01,0.37,1.92,,,,0,5,Bot,80.6,134.61,,,553882,,,1.316000872195412,-126.58202224747431,-3.2616588144549885,6.076207447443129,29.724171083018973,-31.72011068556852,3.32,1.51,153.0,82.9,12.0,86.8,2876,6.5,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.02,0.623,0.574,0.9,1.0,1.0,0.0,4.0,38,2,Slider,0,1,0,1,1,0,0,1,Standard,Standard,103,0.055,0.429,,
40,CU,2022-04-07,80.0,-0.29,6.28,"Suzuki, Seiya",673548,669203,,called_strike,,,,,6,Seiya Suzuki singles on a line drive to left fielder Christian Yelich.,R,R,R,CHC,MIL,S,,,0,0,2022,0.55,-0.47,0.79,2.07,,,,0,5,Bot,,,,,553882,,,1.3389472130403226,-116.32351021361788,-1.50901849240301,4.590673934402719,27.273694092710013,-36.26955577356736,3.2,1.51,,,,79.0,2651,6.2,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.31,,,,,,,,38,1,Curveball,0,1,0,1,1,0,0,1,Standard,Standard,51,0.0,-0.034,,
14,SI,2022-04-07,86.1,-2.19,6.18,"McCutchen, Andrew",457705,543294,field_out,hit_into_play,,,,,7,Andrew McCutchen lines out sharply to center fielder Jason Heyward.,R,R,R,CHC,MIL,X,8.0,line_drive,0,0,2022,-1.07,0.84,-0.47,2.02,,,592885.0,2,5,Top,118.8,59.86,,,575929,,,6.17003508532497,-125.15119546156392,-5.243059471269843,-12.53104090117604,26.676009097497104,-22.43174823648608,3.32,1.51,346.0,105.0,17.0,84.8,1978,5.7,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.85,0.517,0.603,0.0,1.0,0.0,0.0,5.0,37,1,Sinker,0,1,1,0,1,0,1,0,Infield shift,Standard,211,0.025,-0.219,,
17,FF,2022-04-07,86.2,-2.2,6.2,"Yelich, Christian",592885,543294,walk,ball,,,,,12,Christian Yelich walks.,R,L,R,CHC,MIL,B,,,3,1,2022,-0.46,1.43,0.45,4.39,,,,2,5,Top,,,,,575929,,,7.143674692312101,-125.2127825193709,-0.8959781984393618,-6.398066178330159,28.52209088046483,-17.308496764575548,3.37,1.6,,,,84.8,2038,5.8,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.75,,0.688744,0.7,1.0,0.0,0.0,,36,5,4-Seam Fastball,0,1,1,0,1,0,1,0,Infield shift,Standard,214,-0.014,0.065,,
18,CU,2022-04-07,73.5,-2.22,6.23,"Yelich, Christian",592885,543294,,ball,,,,,13,Christian Yelich walks.,R,L,R,CHC,MIL,B,,,2,1,2022,0.93,-1.64,-0.38,0.25,,,,2,5,Top,,,,,575929,,,2.087700257490063,-106.88082277133329,-1.7042696443846117,6.518865207566475,24.136401157616486,-44.37797867596656,3.34,1.6,,,,71.6,3030,5.6,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.93,,,,,,,,36,4,Curveball,0,1,1,0,1,0,1,0,Infield shift,Standard,47,0.0,0.039,,
21,FF,2022-04-07,86.3,-2.23,6.1,"Yelich, Christian",592885,543294,,ball,,,,,12,Christian Yelich walks.,R,L,R,CHC,MIL,B,,,1,1,2022,-0.6,0.92,1.02,2.42,,,,2,5,Top,,,,,575929,,,8.846325014859197,-125.34415625663536,-4.34719969354805,-8.172982299649975,25.74234818608403,-21.71981659359432,3.24,1.47,,,,85.3,1906,5.8,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.69,,,,,,,,36,3,4-Seam Fastball,0,1,1,0,1,0,1,0,Infield shift,Standard,212,0.0,0.021,,
22,CU,2022-04-07,72.7,-2.25,6.25,"Yelich, Christian",592885,543294,,called_strike,,,,,7,Christian Yelich walks.,R,L,R,CHC,MIL,S,,,1,0,2022,1.22,-1.18,-0.64,2.03,,,,2,5,Top,,,,,575929,,,1.1114125221814053,-105.7710178627765,1.052536801200391,8.82372865391554,21.401183587402,-41.359389071974086,3.25,1.6,,,,71.3,3079,5.6,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.87,,,,,,,,36,2,Curveball,0,1,1,0,1,0,1,0,Infield shift,Standard,31,0.0,-0.021,,
24,FF,2022-04-07,85.8,-2.36,6.18,"Yelich, Christian",592885,543294,,ball,,,,,13,Christian Yelich walks.,R,L,R,CHC,MIL,B,,,0,0,2022,-0.72,1.02,-1.31,1.44,,,,2,5,Top,,,,,575929,,,3.8678928554369554,-124.67682276318968,-6.856192983137029,-8.279791634670149,27.458292303642228,-20.31961655531101,3.27,1.6,,,,84.5,1932,5.7,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.79,,,,,,,,36,1,4-Seam Fastball,0,1,1,0,1,0,1,0,Infield shift,Standard,212,0.0,0.015,,
27,SI,2022-04-07,86.2,-2.25,6.18,"Adames, Willy",642715,543294,grounded_into_double_play,hit_into_play,,,,,13,"Willy Adames grounds into a double play, third baseman Patrick Wisdom to second baseman Nick Madrigal to first baseman Frank Schwindel.   Kolten Wong out at 2nd.    Willy Adames out at 1st.",R,R,R,CHC,MIL,X,5.0,ground_ball,0,0,2022,-1.02,0.61,-0.93,2.22,,,543939.0,0,5,Top,107.33,175.46,,,575929,,,5.166134605336878,-125.43060556672562,-4.43224592352298,-11.834135678780402,23.882538541135705,-25.06063205340036,3.37,1.53,22.0,94.6,-4.0,85.6,1910,5.8,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.73,0.294,0.285,0.0,1.0,0.0,0.0,2.0,35,1,Sinker,0,1,1,0,1,0,1,0,Standard,Standard,204,0.077,-0.51,,
28,CH,2022-04-07,79.3,-2.18,6.25,"Wong, Kolten",543939,543294,single,hit_into_play,,,,,7,Kolten Wong singles on a line drive to right fielder Seiya Suzuki.,R,L,R,CHC,MIL,X,9.0,line_drive,1,1,2022,-1.56,0.66,-0.59,1.38,,,,0,5,Top,171.84,107.55,,,575929,,,6.319342515660056,-115.14281730253828,-4.924550114115462,-15.03871127091005,24.83469187412773,-25.52699156005825,3.18,1.47,255.0,91.3,19.0,77.9,2046,5.8,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.74,0.46,0.456,0.9,1.0,1.0,0.0,4.0,34,3,Changeup,0,1,1,0,1,0,1,0,Infield shift,Standard,229,-0.037,0.404,,
31,CU,2022-04-07,71.6,-2.24,6.35,"Wong, Kolten",543939,543294,,called_strike,,,,,11,Kolten Wong singles on a line drive to right fielder Seiya Suzuki.,R,L,R,CHC,MIL,S,,,1,0,2022,1.11,-1.36,-0.91,2.92,,,,0,5,Top,,,,,575929,,,0.7227930589578198,-103.97023637635036,3.234535295851305,7.712536460237135,22.93790626246404,-42.82041817702984,3.13,1.46,,,,69.6,2961,5.5,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.98,,,,,,,,34,2,Curveball,0,1,1,0,1,0,1,0,Infield shift,Standard,30,0.0,-0.043,,
33,CU,2022-04-07,71.1,-2.26,6.3,"Wong, Kolten",543939,543294,,ball,,,,,11,Kolten Wong singles on a line drive to right fielder Seiya Suzuki.,R,L,R,CHC,MIL,B,,,0,0,2022,0.97,-1.31,-1.1,3.28,,,,0,5,Top,,,,,575929,,,0.6336442702907574,-103.20667796036992,4.020201361157869,6.6557072229689735,22.78956629820337,-42.47372323274271,3.18,1.47,,,,69.0,2911,5.5,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,55.0,,,,,,,,34,1,Curveball,0,1,1,0,1,0,1,0,Infield shift,Standard,36,0.0,0.033,,
42,CU,2022-04-07,82.3,-0.25,6.23,"Schwindel, Frank",643524,669203,field_out,hit_into_play,,,,,14,"Frank Schwindel grounds out, shortstop Willy Adames to first baseman Rowdy Tellez.",R,R,R,CHC,MIL,X,6.0,ground_ball,2,2,2022,0.83,-0.66,1.01,1.7,,,,2,4,Bot,116.2,152.27,,,553882,,,1.2528762563900449,-119.76006196817922,-2.37932899613462,7.603294903472391,26.449020441457325,-38.13342528353254,3.41,1.56,3.0,62.8,-34.0,81.9,2836,6.3,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.16,0.06,0.051,0.0,1.0,0.0,0.0,2.0,33,7,Curveball,0,1,0,1,1,0,0,1,Standard,Standard,52,-0.013,-0.083,,
45,SI,2022-04-07,96.7,-0.42,6.04,"Schwindel, Frank",643524,669203,,foul,,,,,14,"Frank Schwindel grounds out, shortstop Willy Adames to first baseman Rowdy Tellez.",R,R,R,CHC,MIL,S,,,2,2,2022,-0.73,1.35,0.35,1.35,,,,2,4,Bot,,,,,553882,,,3.7107715841023774,-140.4101887760011,-9.935049508018157,-10.517046648285593,36.93025900782957,-12.144187791294408,3.41,1.56,164.0,68.3,57.0,96.3,2640,6.6,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,53.94,,,,,,,,33,6,Sinker,0,1,0,1,1,0,0,1,Standard,Standard,197,0.0,0.0,,
46,CH,2022-04-07,90.4,-0.45,5.86,"Schwindel, Frank",643524,669203,,ball,,,,,13,"Frank Schwindel grounds out, shortstop Willy Adames to first baseman Rowdy Tellez.",R,R,R,CHC,MIL,B,,,1,2,2022,-1.25,0.83,-0.15,0.75,,,,2,4,Bot,,,,,553882,,,3.439739150719087,-131.30630306981047,-8.553397698923359,-15.19462267990714,30.835075460255123,-20.822716378510385,3.35,1.56,,,,90.6,2063,6.7,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,53.75,,,,,,,,33,5,Changeup,0,1,0,1,1,0,0,1,Standard,Standard,216,0.0,0.014,,
48,SI,2022-04-07,95.9,-0.41,6.01,"Schwindel, Frank",643524,669203,,foul,,,,,6,"Frank Schwindel grounds out, shortstop Willy Adames to first baseman Rowdy Tellez.",R,R,R,CHC,MIL,S,,,1,2,2022,-1.15,0.99,0.52,2.42,,,,2,4,Bot,,,,,553882,,,5.075130097004799,-139.52170244559073,-6.144267223309611,-16.160660559705402,32.23362469948862,-18.02918955557407,3.41,1.56,291.0,94.6,21.0,96.3,2584,6.6,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,53.9,,,,,,,,33,4,Sinker,0,1,0,1,1,0,0,1,Standard,Standard,200,0.0,0.0,,
51,SL,2022-04-07,86.6,-0.48,5.95,"Schwindel, Frank",643524,669203,,ball,,,,,14,"Frank Schwindel grounds out, shortstop Willy Adames to first baseman Rowdy Tellez.",R,R,R,CHC,MIL,B,,,0,2,2022,0.91,-0.42,1.56,1.02,,,,2,4,Bot,,,,,553882,,,3.0210905994399164,-126.1234495668379,-4.719009408549529,9.098897420725685,26.584992703049007,-35.82327659798677,3.2,1.4,,,,87.1,2807,6.6,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,53.87,,,,,,,,33,3,Slider,0,1,0,1,1,0,0,1,Standard,Standard,91,0.0,0.011,,
53,SL,2022-04-07,86.8,-0.62,5.91,"Schwindel, Frank",643524,669203,,swinging_strike,,,,,14,"Frank Schwindel grounds out, shortstop Willy Adames to first baseman Rowdy Tellez.",R,R,R,CHC,MIL,S,,,0,1,2022,0.29,0.27,0.03,0.91,,,,2,4,Bot,,,,,553882,,,0.9661222265277364,-126.44094916820538,-6.393602031649591,2.945095762212001,24.55417431736395,-28.23291121385588,3.41,1.56,,,,87.3,2823,6.5,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.04,,,,,,,,33,2,Slider,0,1,0,1,1,0,0,1,Standard,Standard,92,0.0,-0.023,,
55,FC,2022-04-07,94.9,-0.58,6.01,"Schwindel, Frank",643524,669203,,foul,,,,,3,"Frank Schwindel grounds out, shortstop Willy Adames to first baseman Rowdy Tellez.",R,R,R,CHC,MIL,S,,,0,0,2022,0.27,1.39,0.44,2.84,,,,2,4,Bot,,,,,553882,,,2.0799407448158918,-138.13516870361093,-5.753232862398749,3.002506240616918,31.31531162572027,-13.282041585949276,3.41,1.56,230.0,72.0,50.0,95.1,2597,6.5,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.05,,,,,,,,33,1,Cutter,0,1,0,1,1,0,0,1,Standard,Standard,193,0.0,-0.017,,
57,CU,2022-04-07,81.5,-0.37,6.11,"Happ, Ian",664023,669203,field_out,hit_into_play,,,,,13,"Ian Happ grounds out, third baseman Jace Peterson to first baseman Rowdy Tellez.",R,L,R,CHC,MIL,X,5.0,ground_ball,2,2,2022,0.93,-0.75,-0.27,1.23,,,,1,4,Bot,122.48,142.13,,,553882,,,-1.5674775561959953,-118.6585097994145,-2.848574256473809,9.082114126620382,25.90447373159728,-38.792437872925305,3.37,1.53,4.0,97.7,-15.0,81.1,2907,6.3,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.19,0.177,0.178,0.0,1.0,0.0,0.0,2.0,32,5,Curveball,0,1,0,1,1,0,0,1,Infield shift,Standard,55,-0.022,-0.134,,
59,FC,2022-04-07,96.7,-0.75,5.93,"Happ, Ian",664023,669203,,ball,,,,,13,"Ian Happ grounds out, third baseman Jace Peterson to first baseman Rowdy Tellez.",R,L,R,CHC,MIL,B,,,1,2,2022,0.31,1.36,-0.54,1.01,,,,1,4,Bot,,,,,553882,,,-0.1387271469123007,-140.43074504128305,-10.600248434418734,4.083074578709093,34.203559166649285,-11.947357047041065,3.46,1.71,,,,96.6,2734,6.5,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.01,,,,,,,,32,4,Cutter,0,1,0,1,1,0,0,1,Infield shift,Standard,200,0.0,0.023,,
61,CH,2022-04-07,89.4,-0.73,5.8,"Happ, Ian",664023,669203,,swinging_strike,,,,,11,"Ian Happ grounds out, third baseman Jace Peterson to first baseman Rowdy Tellez.",R,L,R,CHC,MIL,S,,,1,1,2022,-1.42,0.87,-1.31,2.62,,,,1,4,Bot,,,,,553882,,,1.5768011503399255,-129.93704805839758,-3.531788402488921,-16.13936148982454,34.281158203647216,-21.796731481072637,3.37,1.53,,,,88.9,2017,6.7,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,53.84,,,,,,,,32,3,Changeup,0,1,0,1,1,0,0,1,Standard,Standard,215,0.0,-0.036,,
62,FC,2022-04-07,95.6,-0.68,5.91,"Happ, Ian",664023,669203,,called_strike,,,,,8,"Ian Happ grounds out, third baseman Jace Peterson to first baseman Rowdy Tellez.",R,L,R,CHC,MIL,S,,,1,0,2022,0.09,1.59,-0.1,1.53,,,,1,4,Bot,,,,,553882,,,1.322894180654949,-138.95709294067413,-9.465759503747949,0.8330685780643365,33.548812301181215,-9.582544607333286,3.47,1.56,,,,95.4,2651,6.4,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.09,,,,,,,,32,2,Cutter,0,1,0,1,1,0,0,1,Standard,Standard,202,0.0,-0.031,,
65,CH,2022-04-07,89.7,-0.61,5.88,"Happ, Ian",664023,669203,,ball,,,,,14,"Ian Happ grounds out, third baseman Jace Peterson to first baseman Rowdy Tellez.",R,L,R,CHC,MIL,B,,,0,0,2022,-1.45,0.8,0.11,1.3,,,,1,4,Bot,,,,,553882,,,4.878854368777367,-130.38555121263684,-7.0039853132118175,-17.501381097520547,30.488589905807267,-21.685929074643884,3.51,1.69,,,,89.9,2041,6.7,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,53.79,,,,,,,,32,1,Changeup,0,1,0,1,1,0,0,1,Standard,Standard,221,0.0,0.023,,
67,CU,2022-04-07,81.1,-0.4,6.22,"Contreras, Willson",575929,669203,strikeout,swinging_strike,,,,,7,Willson Contreras strikes out swinging.,R,R,R,CHC,MIL,S,2.0,,1,2,2022,0.82,-0.53,-0.37,1.65,,,,0,4,Bot,,,,,553882,,,-1.5112304664224545,-118.1097726679022,-2.5171150177273383,7.954019567262589,24.989588179020053,-36.783919269705336,3.41,1.56,,,,81.0,2859,6.5,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.04,,0.0,0.0,1.0,0.0,0.0,,31,4,Curveball,0,1,0,1,1,0,0,1,Standard,Standard,57,-0.03,-0.158,,
69,SL,2022-04-07,87.8,-0.54,5.92,"Contreras, Willson",575929,669203,,swinging_strike,,,,,9,Willson Contreras strikes out swinging.,R,R,R,CHC,MIL,S,,,1,1,2022,0.4,0.13,0.48,1.58,,,,0,4,Bot,,,,,553882,,,1.649261966768028,-127.86009726739547,-4.656302570622804,3.995543351237409,27.76776865776126,-29.94156117767496,3.41,1.56,,,,87.9,2869,6.4,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.07,,,,,,,,31,3,Slider,0,1,0,1,1,0,0,1,Standard,Standard,110,0.0,-0.054,,
70,FC,2022-04-07,94.4,-0.56,5.95,"Contreras, Willson",575929,669203,,ball,,,,,14,Willson Contreras strikes out swinging.,R,R,R,CHC,MIL,B,,,0,1,2022,0.39,1.07,1.25,0.87,,,,0,4,Bot,,,,,553882,,,3.853805454236067,-137.18205303467295,-9.934195071770231,4.0688341944698,31.54356403453964,-16.57616535181157,3.28,1.56,,,,94.5,2664,6.5,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,53.98,,,,,,,,31,2,Cutter,0,1,0,1,1,0,0,1,Standard,Standard,199,0.0,0.025,,
73,FC,2022-04-07,94.1,-0.66,5.99,"Contreras, Willson",575929,669203,,called_strike,,,,,9,Willson Contreras strikes out swinging.,R,R,R,CHC,MIL,S,,,0,0,2022,0.32,1.38,0.81,1.91,,,,0,4,Bot,,,,,553882,,,3.125445180145823,-136.83640543665857,-7.887326293441873,3.2407762604224755,32.443762382967805,-13.23446068280828,3.36,1.56,,,,93.8,2695,6.3,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.15,,,,,,,,31,1,Cutter,0,1,0,1,1,0,0,1,Standard,Standard,194,0.0,-0.034,,
34,CH,2022-04-07,79.9,-2.2,6.26,"Peterson, Jace",607054,543294,field_out,hit_into_play,,,,,7,Jace Peterson lines out to right fielder Seiya Suzuki.,R,L,R,CHC,MIL,X,9.0,line_drive,0,0,2022,-1.54,0.5,-0.5,1.99,592669.0,553882.0,,2,4,Top,125.96,190.75,,,575929,,,6.560321842945617,-116.09980831980003,-3.533626648387067,-15.1514087818233,22.604049121101895,-27.21106449185629,3.37,1.53,336.0,97.0,22.0,78.9,2106,5.8,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.72,0.231,0.271,0.0,1.0,0.0,0.0,5.0,30,1,Changeup,0,1,1,0,1,0,1,0,Standard,Strategic,226,0.059,-0.521,,
