Split Type,Split,G,PA,AB,R,H,2B,3B,HR,SB,CS,BB,SO,SO/W,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+,1B
Season Totals,2024 Totals,4,83.0,77,8.0,22,3,0,4,1,0,5,21,4.2,0.286,0.337,0.481,0.818,37.0,1.0,1.0,0,0,0,0,0.346,100,128,15
Season Totals,Last 7 days,1,20.0,19,1.0,4,0,0,0,0,0,1,7,7.0,0.211,0.25,0.211,0.461,4.0,0.0,0.0,0,0,0,0,0.333,18,36,4
Season Totals,Last 14 days,2,41.0,40,2.0,10,1,0,1,0,0,1,15,15.0,0.25,0.268,0.35,0.618,14.0,0.0,0.0,0,0,0,0,0.375,52,72,8
Season Totals,Last 28 days,4,83.0,77,8.0,22,3,0,4,1,0,5,21,4.2,0.286,0.337,0.481,0.818,37.0,1.0,1.0,0,0,0,0,0.346,100,123,15
Season Totals,Last 365 days,4,83.0,77,8.0,22,3,0,4,1,0,5,21,4.2,0.286,0.337,0.481,0.818,37.0,1.0,1.0,0,0,0,0,0.346,100,,15
Platoon Splits,vs RHB,4,61.0,55,6.0,18,3,0,3,1,0,5,15,3.0,0.327,0.393,0.546,0.939,30.0,1.0,1.0,0,0,0,0,0.405,130,165,12
Platoon Splits,vs LHB,4,22.0,22,2.0,4,0,0,1,0,0,0,6,,0.182,0.182,0.318,0.5,7.0,0.0,0.0,0,0,0,0,0.2,20,36,3
Platoon Splits,vs RHB as LHP,4,61.0,55,6.0,18,3,0,3,1,0,5,15,3.0,0.327,0.393,0.546,0.939,30.0,1.0,1.0,0,0,0,0,0.405,130,154,12
Platoon Splits,vs LHB as LHP,4,22.0,22,2.0,4,0,0,1,0,0,0,6,,0.182,0.182,0.318,0.5,7.0,0.0,0.0,0,0,0,0,0.2,20,47,3
Home or Away,Home,3,59.0,57,4.0,16,2,0,2,1,0,2,18,9.0,0.281,0.305,0.421,0.726,24.0,0.0,0.0,0,0,0,0,0.378,78,106,12
Home or Away,Away,1,24.0,20,4.0,6,1,0,2,0,0,3,3,1.0,0.3,0.417,0.65,1.067,13.0,1.0,1.0,0,0,0,0,0.267,159,191,3
First or Second Half,2nd Half,4,83.0,77,8.0,22,3,0,4,1,0,5,21,4.2,0.286,0.337,0.481,0.818,37.0,1.0,1.0,0,0,0,0,0.346,100,123,15
