Split Type,Split,G,PA,AB,R,H,2B,3B,HR,SB,CS,BB,SO,SO/W,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+,1B
Leverage,High Lvrge,17,59.0,55,11.0,9,1,1,2,3,0,4,25,6.25,0.164,0.22,0.327,0.548,18.0,2.0,0.0,0,0,0,1,0.25,69,51,5
Leverage,Medium Lvrge,21,224.0,214,20.0,48,6,2,8,3,2,8,59,7.38,0.224,0.259,0.383,0.642,82.0,2.0,2.0,0,0,0,1,0.272,98,77,32
Leverage,Low Lvrge,21,204.0,192,13.0,44,4,2,9,2,0,11,73,6.64,0.229,0.275,0.412,0.686,79.0,1.0,1.0,0,0,0,0,0.318,111,92,29
Times Facing Opponent in Game,"1st PA in G, as SP",21,189.0,185,15.0,39,6,2,8,,,4,63,15.75,0.211,0.228,0.395,0.622,73.0,2.0,0.0,0,0,0,0,0.272,89,75,23
Times Facing Opponent in Game,"2nd PA in G, as SP",21,187.0,175,9.0,36,4,2,4,,,10,61,6.1,0.206,0.257,0.32,0.577,56.0,3.0,2.0,0,0,0,0,0.291,81,60,26
Times Facing Opponent in Game,"3rd PA in G, as SP",20,109.0,99,20.0,26,1,1,7,,,9,32,3.56,0.263,0.33,0.505,0.835,50.0,0.0,1.0,0,0,0,2,0.317,157,117,17
Times Facing Opponent in Game,"4th+ PA in G, as SP",2,2.0,2,0.0,0,0,0,0,,,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,-100,-100,0
Pitch Count,Pitch 1-25,21,119.0,117,11.0,27,4,1,6,,,2,36,18.0,0.231,0.244,0.436,0.68,51.0,1.0,0.0,0,0,0,0,0.28,106,90,16
Pitch Count,Pitch 26-50,21,136.0,128,11.0,26,3,2,4,,,6,48,8.0,0.203,0.25,0.352,0.602,45.0,1.0,2.0,0,0,0,0,0.29,87,67,17
Pitch Count,Pitch 51-75,21,127.0,122,7.0,24,3,1,4,,,5,44,8.8,0.197,0.228,0.336,0.564,41.0,3.0,0.0,0,0,0,0,0.27,74,53,16
Pitch Count,Pitch 76-100,19,99.0,88,13.0,22,1,1,4,,,10,27,2.7,0.25,0.333,0.421,0.754,37.0,0.0,1.0,0,0,0,2,0.316,136,108,16
Pitch Count,Pitch 101+,4,6.0,6,2.0,2,0,0,1,,,0,2,,0.333,0.333,0.833,1.167,5.0,0.0,0.0,0,0,0,0,0.333,242,264,1
Days of Rest,"4 Days,GS",5,109.0,105,12.0,23,3,1,4,2,0,4,35,8.75,0.219,0.248,0.381,0.629,40.0,3.0,0.0,0,0,0,1,0.288,93,72,15
Days of Rest,"5 Days,GS",8,190.0,180,20.0,45,6,2,10,5,2,10,68,6.8,0.25,0.29,0.472,0.762,85.0,2.0,0.0,0,0,0,0,0.343,132,109,27
Days of Rest,"6+ Days,GS",8,188.0,176,13.0,33,2,2,5,1,0,9,54,6.0,0.188,0.239,0.307,0.546,54.0,0.0,3.0,0,0,0,1,0.239,71,49,24
Hit Location,To Infield,21,136.0,136,1.0,11,1,0,0,0,0,0,0,,0.081,0.081,0.088,0.169,12.0,5.0,0.0,0,0,0,1,0.081,-46,107,10
Hit Location,To Outfield,21,168.0,168,43.0,90,10,5,19,0,0,0,0,,0.536,0.536,0.994,1.53,167.0,0.0,0.0,0,0,0,1,0.477,362,112,56
Hit Location,Ball In Play,21,285.0,285,15.0,82,11,5,0,0,0,0,0,,0.288,0.288,0.361,0.649,103.0,5.0,0.0,0,0,0,2,0.288,103,96,66
Hit Location,Not in Play,21,202.0,176,29.0,19,0,0,19,1,1,23,157,6.83,0.108,0.223,0.432,0.655,76.0,0.0,3.0,0,0,0,0,,97,54,0
Hit Location,Fair Terr,21,299.0,299,44.0,101,11,5,19,0,0,0,0,,0.338,0.338,0.599,0.937,179.0,5.0,0.0,0,0,0,2,0.293,184,111,66
Hit Location,Foul Terr,4,5.0,5,0.0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,-100,,0
Hit Location,Pulled-RHB,19,43.0,43,19.0,19,4,1,8,0,0,0,0,,0.442,0.442,1.14,1.581,49.0,1.0,0.0,0,0,0,0,0.314,363,158,6
Hit Location,Up Mdle-RHB,21,74.0,74,4.0,25,2,1,3,0,0,0,0,,0.338,0.338,0.514,0.851,38.0,3.0,0.0,0,0,0,1,0.31,162,128,19
Hit Location,Opp Fld-RHB,11,29.0,29,1.0,7,0,0,0,0,0,0,0,,0.241,0.241,0.241,0.483,7.0,0.0,0.0,0,0,0,1,0.241,55,45,7
Hit Location,Pulled-LHB,18,56.0,56,10.0,16,2,1,5,0,0,0,0,,0.286,0.286,0.625,0.911,35.0,0.0,0.0,0,0,0,0,0.216,171,79,8
Hit Location,Up Mdle-LHB,21,80.0,80,8.0,27,1,2,3,0,0,0,0,,0.338,0.338,0.513,0.85,41.0,1.0,0.0,0,0,0,0,0.312,162,110,21
Hit Location,Opp Fld-LHB,12,21.0,21,2.0,7,2,0,0,0,0,0,0,,0.333,0.333,0.429,0.762,9.0,0.0,0.0,0,0,0,0,0.333,138,107,5
Hit Location,Unknown Loc,1,1.0,1,0.0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,-100,-100,0
