Split Type,Split,G,PA,AB,R,H,2B,3B,HR,SB,CS,BB,SO,SO/W,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+,1B
Season Totals,2024 Totals,23,554.0,495,67.0,126,22,3,18,8,1,50,121,2.42,0.255,0.325,0.42,0.745,208.0,16.0,3.0,3,3,0,0,0.301,100,109,83
Season Totals,Last 7 days,1,23.0,21,7.0,7,1,0,4,0,0,2,6,3.0,0.333,0.391,0.952,1.344,20.0,0.0,0.0,0,0,0,0,0.273,247,272,2
Season Totals,Last 14 days,2,48.0,45,9.0,15,3,0,4,0,0,3,12,4.0,0.333,0.375,0.667,1.042,30.0,2.0,0.0,0,0,0,0,0.379,174,183,8
Season Totals,Last 28 days,4,100.0,91,15.0,26,4,1,5,2,0,7,19,2.71,0.286,0.343,0.517,0.86,47.0,2.0,1.0,1,0,0,0,0.313,128,132,16
Season Totals,Last 365 days,30,721.0,648,85.0,167,32,4,26,8,3,60,151,2.52,0.258,0.322,0.44,0.762,285.0,22.0,4.0,4,5,0,0,0.296,104,,105
Platoon Splits,vs RHB,23,267.0,244,26.0,60,6,0,8,2,0,19,62,3.26,0.246,0.302,0.369,0.671,90.0,10.0,1.0,2,1,0,0,0.297,81,91,46
Platoon Splits,vs LHB,23,287.0,251,36.0,66,16,3,10,6,1,31,59,1.9,0.263,0.346,0.47,0.816,118.0,6.0,2.0,1,2,0,0,0.304,118,125,37
Platoon Splits,vs RHB as RHP,23,267.0,244,26.0,60,6,0,8,2,0,19,62,3.26,0.246,0.302,0.369,0.671,90.0,10.0,1.0,2,1,0,0,0.297,81,95,46
Platoon Splits,vs LHB as RHP,23,287.0,251,36.0,66,16,3,10,6,1,31,59,1.9,0.263,0.346,0.47,0.816,118.0,6.0,2.0,1,2,0,0,0.304,118,121,37
Home or Away,Home,11,266.0,236,35.0,71,11,2,5,4,0,25,44,1.76,0.301,0.37,0.428,0.798,101.0,10.0,2.0,1,2,0,0,0.349,116,128,53
Home or Away,Away,12,288.0,259,32.0,55,11,1,13,4,1,25,77,3.08,0.212,0.283,0.413,0.696,107.0,6.0,1.0,2,1,0,0,0.247,85,91,30
First or Second Half,1st Half,18,430.0,382,51.0,97,18,2,13,6,1,41,96,2.34,0.254,0.327,0.414,0.741,158.0,13.0,2.0,2,3,0,0,0.304,99,109,64
First or Second Half,2nd Half,5,124.0,113,16.0,29,4,1,5,2,0,9,25,2.78,0.257,0.317,0.443,0.76,50.0,3.0,1.0,1,0,0,0,0.289,103,108,19
Months,April/March,6,152.0,135,16.0,29,5,1,6,2,0,14,29,2.07,0.215,0.29,0.4,0.69,54.0,5.0,1.0,0,2,0,0,0.226,84,96,17
Months,May,5,116.0,102,14.0,25,6,1,2,1,0,11,23,2.09,0.245,0.322,0.382,0.704,39.0,3.0,1.0,1,1,0,0,0.295,90,103,16
Months,June,4,96.0,84,10.0,19,2,0,2,3,0,11,25,2.27,0.226,0.316,0.321,0.637,27.0,2.0,0.0,1,0,0,0,0.298,74,80,15
Months,July,5,115.0,104,14.0,33,6,0,3,1,1,10,25,2.5,0.317,0.383,0.462,0.844,48.0,4.0,1.0,0,0,0,0,0.395,128,132,24
Months,August,3,75.0,70,13.0,20,3,1,5,1,0,4,19,4.75,0.286,0.324,0.571,0.896,40.0,2.0,0.0,1,0,0,0,0.326,136,142,11
Game Outcome for Pitcher,in Wins,7,166.0,151,16.0,35,7,1,6,1,1,13,41,3.15,0.232,0.295,0.411,0.706,62.0,7.0,1.0,0,1,0,0,0.276,89,167,21
Game Outcome for Pitcher,in Losses,5,120.0,104,24.0,30,4,1,7,2,0,14,17,1.21,0.289,0.375,0.548,0.923,57.0,1.0,1.0,0,1,0,0,0.284,146,90,18
Game Outcome for Pitcher,in No Dec.,11,268.0,240,27.0,61,11,1,5,5,0,23,63,2.74,0.254,0.321,0.371,0.692,89.0,8.0,1.0,3,1,0,0,0.324,87,99,44
Pitching Role,as Starter,23,554.0,495,67.0,126,22,3,18,8,1,50,121,2.42,0.255,0.325,0.42,0.745,208.0,16.0,3.0,3,3,0,0,0.301,100,106,83
Run Support,0-2 Runs Scored,6,144.0,125,18.0,27,5,0,6,3,0,18,30,1.67,0.216,0.313,0.4,0.713,50.0,3.0,0.0,0,1,0,0,0.233,92,92,16
Run Support,3-5 Runs Scored,12,293.0,263,34.0,71,10,2,6,4,0,22,62,2.82,0.27,0.331,0.392,0.723,103.0,7.0,3.0,3,2,0,0,0.33,95,105,53
Run Support,6+ Runs Scored,5,117.0,107,15.0,28,7,1,6,1,1,10,29,2.9,0.262,0.325,0.514,0.839,55.0,6.0,0.0,0,0,0,0,0.306,122,132,14
Batting Order Positions,Batting 1st,23,68.0,59,9.0,20,2,1,4,0,0,8,11,1.38,0.339,0.418,0.61,1.028,36.0,0.0,0.0,1,0,0,0,0.364,174,178,13
Batting Order Positions,Batting 2nd,23,68.0,62,6.0,15,4,0,2,2,0,6,17,2.83,0.242,0.309,0.403,0.712,25.0,2.0,0.0,0,0,0,0,0.302,91,87,9
Batting Order Positions,Batting 3rd,23,67.0,59,12.0,19,2,0,4,2,1,6,16,2.67,0.322,0.388,0.559,0.947,33.0,0.0,1.0,0,1,0,0,0.375,153,141,13
Batting Order Positions,Batting 4th,23,66.0,57,10.0,9,3,0,3,0,0,6,17,2.83,0.158,0.258,0.368,0.626,21.0,2.0,2.0,0,1,0,0,0.158,67,69,3
Batting Order Positions,Batting 5th,23,65.0,58,4.0,15,4,0,0,1,0,6,16,2.67,0.259,0.323,0.328,0.651,19.0,4.0,0.0,0,1,0,0,0.349,78,83,11
Batting Order Positions,Batting 6th,23,61.0,57,1.0,15,3,0,0,0,0,4,10,2.5,0.263,0.312,0.316,0.627,18.0,1.0,0.0,0,0,0,0,0.319,71,85,12
Batting Order Positions,Batting 7th,23,58.0,53,3.0,10,0,0,0,3,0,5,15,3.0,0.189,0.259,0.189,0.447,10.0,4.0,0.0,0,0,0,0,0.263,25,34,10
Batting Order Positions,Batting 8th,23,52.0,46,10.0,10,2,1,3,0,0,6,13,2.17,0.217,0.308,0.5,0.808,23.0,2.0,0.0,0,0,0,0,0.233,114,142,4
Batting Order Positions,Batting 9th,23,49.0,44,7.0,13,2,1,2,0,0,3,6,2.0,0.296,0.34,0.523,0.863,23.0,1.0,0.0,2,0,0,0,0.306,129,174,8
Batting Order Positions,"Bat1-2,non-P",23,136.0,121,15.0,35,6,1,6,2,0,14,28,2.0,0.289,0.363,0.504,0.867,61.0,2.0,0.0,1,0,0,0,0.333,132,131,22
Batting Order Positions,"Bat3-6,non-P",23,259.0,231,27.0,58,12,0,7,3,1,22,59,2.68,0.251,0.321,0.394,0.714,91.0,7.0,3.0,0,3,0,0,0.304,92,96,39
