Split Type,Split,G,PA,AB,R,H,2B,3B,HR,SB,CS,BB,SO,SO/W,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+,1B
Season Totals,2024 Totals,24,543.0,482,54.0,105,24,0,13,17,1,52,129,2.48,0.218,0.3,0.349,0.649,168.0,9.0,6.0,0,3,0,4,0.268,100,83,68
Season Totals,Last 7 days,1,27.0,26,3.0,5,3,0,1,1,0,1,4,4.0,0.192,0.222,0.423,0.645,11.0,0.0,0.0,0,0,0,0,0.191,95,81,1
Season Totals,Last 14 days,2,45.0,39,6.0,9,6,0,1,2,0,6,7,1.17,0.231,0.333,0.462,0.795,18.0,0.0,0.0,0,0,0,0,0.258,143,119,2
Season Totals,Last 28 days,5,119.0,106,8.0,20,7,0,3,4,0,11,32,2.91,0.189,0.277,0.34,0.617,36.0,1.0,2.0,0,0,0,1,0.239,90,69,10
Season Totals,Last 365 days,32,695.0,621,70.0,138,27,1,19,19,1,63,158,2.51,0.222,0.299,0.361,0.66,224.0,14.0,7.0,0,4,0,6,0.266,103,,91
Platoon Splits,vs RHB,24,436.0,386,42.0,80,21,0,9,17,1,42,100,2.38,0.207,0.291,0.332,0.623,128.0,7.0,5.0,0,3,0,3,0.254,92,78,50
Platoon Splits,vs LHB,19,107.0,96,9.0,25,3,0,4,0,0,10,29,2.9,0.26,0.336,0.417,0.753,40.0,2.0,1.0,0,0,0,1,0.333,132,108,18
Platoon Splits,vs RHB as LHP,24,436.0,386,42.0,80,21,0,9,17,1,42,100,2.38,0.207,0.291,0.332,0.623,128.0,7.0,5.0,0,3,0,3,0.254,92,71,50
Platoon Splits,vs LHB as LHP,19,107.0,96,9.0,25,3,0,4,0,0,10,29,2.9,0.26,0.336,0.417,0.753,40.0,2.0,1.0,0,0,0,1,0.333,132,124,18
Home or Away,Home,12,269.0,245,31.0,53,10,0,9,8,0,23,74,3.22,0.216,0.283,0.367,0.65,90.0,5.0,0.0,0,1,0,1,0.27,100,85,34
Home or Away,Away,12,274.0,237,23.0,52,14,0,4,9,1,29,55,1.9,0.219,0.318,0.329,0.647,78.0,4.0,6.0,0,2,0,3,0.267,100,82,34
First or Second Half,1st Half,18,400.0,354,41.0,77,15,0,9,12,1,40,96,2.4,0.218,0.303,0.336,0.639,119.0,8.0,4.0,0,2,0,3,0.271,97,82,53
First or Second Half,2nd Half,6,143.0,128,13.0,28,9,0,4,5,0,12,33,2.75,0.219,0.294,0.383,0.677,49.0,1.0,2.0,0,1,0,1,0.261,108,87,15
Months,April/March,6,128.0,106,12.0,24,1,0,1,5,0,18,30,1.67,0.226,0.344,0.264,0.608,28.0,3.0,2.0,0,2,0,1,0.299,90,78,22
Months,May,4,89.0,85,8.0,20,9,0,2,2,0,4,17,4.25,0.235,0.27,0.412,0.682,35.0,0.0,0.0,0,0,0,0,0.273,108,94,9
Months,June,5,105.0,92,16.0,21,4,0,4,4,0,12,29,2.42,0.228,0.324,0.402,0.726,37.0,4.0,1.0,0,0,0,0,0.288,123,102,13
Months,July,6,148.0,132,12.0,25,3,0,5,3,1,12,36,3.0,0.189,0.27,0.326,0.596,43.0,2.0,3.0,0,1,0,2,0.217,83,63,17
Months,August,3,73.0,67,6.0,15,7,0,1,3,0,6,17,2.83,0.224,0.288,0.373,0.661,25.0,0.0,0.0,0,0,0,1,0.286,103,83,7
Game Outcome for Pitcher,in Wins,9,210.0,194,13.0,38,9,0,5,5,0,13,55,4.23,0.196,0.252,0.32,0.572,62.0,5.0,2.0,0,1,0,1,0.244,76,117,24
Game Outcome for Pitcher,in Losses,5,110.0,97,28.0,34,8,0,5,6,0,12,21,1.75,0.351,0.418,0.588,1.006,57.0,0.0,0.0,0,1,0,1,0.403,208,108,21
Game Outcome for Pitcher,in No Dec.,10,223.0,191,13.0,33,7,0,3,6,1,27,53,1.96,0.173,0.287,0.257,0.544,49.0,4.0,4.0,0,1,0,2,0.221,69,58,23
Pitching Role,as Starter,24,543.0,482,54.0,105,24,0,13,17,1,52,129,2.48,0.218,0.3,0.349,0.649,168.0,9.0,6.0,0,3,0,4,0.268,100,81,68
Run Support,0-2 Runs Scored,5,100.0,90,10.0,18,5,0,3,2,0,10,32,3.2,0.2,0.28,0.356,0.636,32.0,1.0,0.0,0,0,0,0,0.273,95,71,10
Run Support,3-5 Runs Scored,9,204.0,180,22.0,39,12,0,3,10,0,18,45,2.5,0.217,0.294,0.333,0.627,60.0,3.0,3.0,0,3,0,1,0.267,93,78,24
Run Support,6+ Runs Scored,10,239.0,212,22.0,48,7,0,7,5,1,24,52,2.17,0.226,0.314,0.359,0.672,76.0,5.0,3.0,0,0,0,3,0.268,107,90,34
Batting Order Positions,Batting 1st,24,73.0,69,3.0,13,2,0,1,3,0,3,16,5.33,0.188,0.233,0.261,0.494,18.0,0.0,1.0,0,0,0,0,0.231,53,35,10
Batting Order Positions,Batting 2nd,24,69.0,61,5.0,11,2,0,2,5,1,8,21,2.63,0.18,0.275,0.312,0.587,19.0,1.0,0.0,0,0,0,2,0.237,81,55,7
Batting Order Positions,Batting 3rd,24,67.0,58,6.0,16,5,0,2,3,0,8,14,1.75,0.276,0.373,0.466,0.839,27.0,2.0,1.0,0,0,0,0,0.333,158,115,9
Batting Order Positions,Batting 4th,24,61.0,50,10.0,9,2,0,2,1,0,9,19,2.11,0.18,0.328,0.34,0.668,17.0,0.0,2.0,0,0,0,0,0.241,107,85,5
Batting Order Positions,Batting 5th,24,59.0,56,4.0,12,4,0,0,1,0,3,10,3.33,0.214,0.254,0.286,0.54,16.0,2.0,0.0,0,0,0,1,0.261,67,51,8
Batting Order Positions,Batting 6th,24,57.0,51,5.0,14,3,0,1,0,0,4,12,3.0,0.275,0.351,0.392,0.743,20.0,0.0,2.0,0,0,0,0,0.342,129,118,10
Batting Order Positions,Batting 7th,24,53.0,47,10.0,11,3,0,2,0,0,5,11,2.2,0.234,0.302,0.426,0.727,20.0,1.0,0.0,0,1,0,0,0.257,123,110,6
Batting Order Positions,Batting 8th,24,52.0,46,6.0,8,1,0,2,2,0,4,17,4.25,0.174,0.231,0.326,0.557,15.0,1.0,0.0,0,2,0,0,0.207,70,68,5
Batting Order Positions,Batting 9th,24,52.0,44,2.0,11,2,0,1,2,0,8,9,1.13,0.25,0.365,0.364,0.729,16.0,2.0,0.0,0,0,0,1,0.294,126,136,8
Batting Order Positions,"Bat1-2,non-P",24,142.0,130,8.0,24,4,0,3,8,1,11,37,3.36,0.185,0.254,0.285,0.538,37.0,1.0,1.0,0,0,0,2,0.233,66,46,17
Batting Order Positions,"Bat3-6,non-P",24,244.0,215,25.0,51,14,0,5,5,0,24,55,2.29,0.237,0.328,0.372,0.7,80.0,4.0,5.0,0,0,0,1,0.297,116,93,32
Batting Order Positions,"Bat7-9,non-P",24,157.0,137,18.0,30,6,0,5,4,0,17,37,2.18,0.219,0.299,0.372,0.672,51.0,4.0,0.0,0,3,0,1,0.255,106,104,19
Swung or Took First Pitch of PA,Swung at 1st Pitch,24,158.0,152,25.0,37,6,0,7,,,3,31,10.33,0.243,0.266,0.421,0.687,64.0,3.0,2.0,0,1,0,2,0.261,109,94,24
Swung or Took First Pitch of PA,Took 1st Pitch,24,385.0,330,25.0,68,18,0,6,,,49,98,2.0,0.206,0.314,0.315,0.63,104.0,6.0,4.0,0,2,0,2,0.272,95,77,44
Count/Balls-Strikes,First Pitch,22,55.0,54,11.0,14,2,0,3,,,0,0,,0.259,0.273,0.463,0.736,25.0,1.0,1.0,0,0,0,1,0.216,124,62,9
Count/Balls-Strikes,1-0 Count,18,32.0,31,1.0,9,3,0,0,,,0,0,,0.29,0.313,0.387,0.7,12.0,0.0,1.0,0,0,0,1,0.29,115,60,6
Count/Balls-Strikes,2-0 Count,8,8.0,8,1.0,5,1,0,1,,,0,0,,0.625,0.625,1.125,1.75,9.0,0.0,0.0,0,0,0,0,0.571,431,263,3
Count/Balls-Strikes,3-0 Count,5,6.0,2,1.0,2,0,0,0,,,4,0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0,0,0,0,1.0,520,118,2
Count/Balls-Strikes,0-1 Count,19,38.0,38,4.0,10,2,0,1,,,0,0,,0.263,0.263,0.395,0.658,15.0,1.0,0.0,0,0,0,1,0.243,101,57,7
Count/Balls-Strikes,1-1 Count,21,41.0,41,7.0,13,3,0,2,,,0,0,,0.317,0.317,0.537,0.854,22.0,1.0,0.0,0,0,0,0,0.282,160,100,8
Count/Balls-Strikes,2-1 Count,14,20.0,19,3.0,5,3,0,0,,,0,0,,0.263,0.25,0.421,0.671,8.0,0.0,0.0,0,1,0,0,0.25,104,45,2
Count/Balls-Strikes,3-1 Count,16,29.0,13,0.0,3,1,0,0,,,16,0,0.0,0.231,0.655,0.308,0.963,4.0,1.0,0.0,0,0,0,0,0.231,207,42,2
Count/Balls-Strikes,0-2 Count,21,49.0,45,2.0,4,1,0,0,,,0,24,,0.089,0.163,0.111,0.274,5.0,0.0,4.0,0,0,0,0,0.191,-14,52,3
Count/Balls-Strikes,1-2 Count,24,98.0,96,7.0,17,3,0,1,,,0,49,,0.177,0.174,0.24,0.413,23.0,2.0,0.0,0,2,0,0,0.333,26,100,13
Count/Balls-Strikes,2-2 Count,21,81.0,81,9.0,15,1,0,5,,,0,31,,0.185,0.185,0.383,0.568,31.0,2.0,0.0,0,0,0,0,0.222,71,145,9
Count/Balls-Strikes,Full Count,24,86.0,54,4.0,8,4,0,0,,,32,25,0.78,0.148,0.465,0.222,0.687,12.0,1.0,0.0,0,0,0,1,0.276,119,69,4
Count/Balls-Strikes,After 1-0,24,225.0,185,15.0,41,12,0,3,,,37,55,1.49,0.222,0.351,0.335,0.686,62.0,3.0,1.0,0,2,0,1,0.295,113,72,26
Count/Balls-Strikes,After 2-0,23,70.0,47,4.0,11,1,0,1,,,23,13,0.57,0.234,0.486,0.319,0.805,15.0,2.0,0.0,0,0,0,0,0.303,153,67,9
Count/Balls-Strikes,After 3-0,17,27.0,13,2.0,5,0,0,0,,,14,5,0.36,0.385,0.704,0.385,1.088,5.0,0.0,0.0,0,0,0,0,0.625,245,71,5
Count/Balls-Strikes,After 0-1,24,263.0,243,24.0,50,10,0,7,,,15,74,4.93,0.206,0.262,0.333,0.596,81.0,5.0,4.0,0,1,0,2,0.264,83,97,33
Count/Balls-Strikes,After 1-1,24,221.0,196,20.0,43,12,0,5,,,23,63,2.74,0.219,0.299,0.357,0.656,70.0,4.0,0.0,0,2,0,0,0.292,102,98,26
Count/Balls-Strikes,After 2-1,24,112.0,89,6.0,16,7,0,1,,,22,29,1.32,0.18,0.339,0.292,0.631,26.0,3.0,0.0,0,1,0,0,0.25,97,61,8
Count/Balls-Strikes,After 3-1,22,61.0,35,1.0,6,3,0,0,,,26,13,0.5,0.171,0.525,0.257,0.782,9.0,1.0,0.0,0,0,0,0,0.273,149,48,3
Count/Balls-Strikes,After 0-2,24,127.0,116,10.0,18,4,0,3,,,6,53,8.83,0.155,0.221,0.267,0.488,31.0,1.0,4.0,0,1,0,1,0.246,50,116,11
Count/Balls-Strikes,After 1-2,24,181.0,163,16.0,29,5,0,5,,,16,71,4.44,0.178,0.249,0.301,0.549,49.0,3.0,0.0,0,2,0,1,0.27,69,121,19
Count/Balls-Strikes,After 2-2,24,135.0,113,12.0,20,3,0,5,,,22,43,1.95,0.177,0.311,0.336,0.647,38.0,3.0,0.0,0,0,0,1,0.231,100,122,12
Count/Balls-Strikes,Zero Balls,24,142.0,137,17.0,28,5,0,4,,,0,24,,0.204,0.232,0.329,0.561,45.0,2.0,5.0,0,0,0,2,0.22,71,57,19
Count/Balls-Strikes,Zero Strikes,24,101.0,95,14.0,30,6,0,4,,,4,0,0.0,0.316,0.356,0.505,0.862,48.0,1.0,2.0,0,0,0,2,0.286,163,80,20
Count/Balls-Strikes,Three Balls,24,121.0,69,5.0,13,5,0,0,,,52,25,0.48,0.188,0.537,0.261,0.798,18.0,2.0,0.0,0,0,0,1,0.296,154,66,8
Count/Balls-Strikes,Two Strikes,24,314.0,276,23.0,44,9,0,6,,,32,129,4.03,0.159,0.255,0.257,0.512,71.0,5.0,4.0,0,2,0,1,0.266,59,101,29
Count/Balls-Strikes,Batter Ahead,24,181.0,127,10.0,32,12,0,1,,,52,25,0.48,0.252,0.47,0.37,0.84,47.0,2.0,1.0,0,1,0,2,0.304,163,76,19
Count/Balls-Strikes,Even Count,24,177.0,176,27.0,42,6,0,10,,,0,31,,0.239,0.243,0.443,0.686,78.0,4.0,1.0,0,0,0,1,0.237,108,94,26
Count/Balls-Strikes,Pitcher Ahead,24,185.0,179,13.0,31,6,0,2,,,0,73,,0.173,0.189,0.24,0.429,43.0,3.0,4.0,0,2,0,1,0.274,32,68,23
Leading Off Inning,First Batter,24,24.0,22,1.0,5,1,0,1,,,2,4,2.0,0.227,0.292,0.409,0.701,9.0,0.0,0.0,0,0,0,0,0.235,115,101,3
Leading Off Inning,Leadoff Inn.,24,133.0,121,4.0,25,4,0,4,,,12,27,2.25,0.207,0.278,0.339,0.617,41.0,0.0,0.0,0,0,0,1,0.233,90,77,17
Opposition Defensive Position,vs. Non-P,24,543.0,482,51.0,105,24,0,13,17,1,52,129,2.48,0.218,0.3,0.349,0.649,168.0,9.0,6.0,0,3,0,4,0.268,100,83,68
Number of Outs in Inning,0 outs,24,181.0,162,8.0,32,8,0,4,6,1,17,37,2.18,0.198,0.276,0.321,0.597,52.0,4.0,1.0,0,1,0,1,0.23,84,67,20
Number of Outs in Inning,1 out,24,175.0,158,15.0,31,5,0,3,2,0,14,44,3.14,0.196,0.263,0.285,0.548,45.0,5.0,1.0,0,2,0,2,0.248,69,54,23
Number of Outs in Inning,2 outs,24,187.0,162,28.0,42,11,0,6,9,0,21,48,2.29,0.259,0.358,0.438,0.797,71.0,0.0,4.0,0,0,0,1,0.333,145,128,25
Bases Occupied,RISP,23,118.0,96,35.0,23,5,0,2,7,0,16,26,1.63,0.24,0.356,0.354,0.71,34.0,3.0,3.0,0,3,0,0,0.296,120,93,16
Bases Occupied,---,24,329.0,297,8.0,64,15,0,8,0,0,31,81,2.61,0.216,0.292,0.347,0.639,103.0,0.0,1.0,0,0,0,3,0.269,97,86,41
Bases Occupied,Men On,24,214.0,185,43.0,41,9,0,5,17,1,21,48,2.29,0.222,0.313,0.351,0.665,65.0,9.0,5.0,0,3,0,1,0.267,105,80,27
