Split Type,Split,G,PA,AB,R,H,2B,3B,HR,SB,CS,BB,SO,SO/W,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+,1B
Months,June,5,119.0,113,17.0,28,8,2,3,4,0,4,18,4.5,0.248,0.277,0.434,0.711,49.0,2.0,1.0,0,1,0,0,0.269,78,95,15
Months,July,5,119.0,115,13.0,33,8,1,5,0,1,2,15,7.5,0.287,0.294,0.504,0.798,58.0,4.0,0.0,0,2,0,0,0.289,98,114,19
Months,August,3,65.0,62,14.0,23,4,1,2,0,0,2,13,6.5,0.371,0.385,0.565,0.949,35.0,1.0,0.0,0,1,0,0,0.438,139,161,16
Game Outcome for Pitcher,in Wins,8,192.0,185,16.0,48,11,0,4,2,0,7,29,4.14,0.26,0.287,0.384,0.67,71.0,8.0,0.0,0,0,0,0,0.29,70,154,33
Game Outcome for Pitcher,in Losses,10,227.0,213,52.0,75,22,1,15,3,1,8,38,4.75,0.352,0.376,0.676,1.052,144.0,4.0,2.0,0,3,0,0,0.368,159,112,37
Game Outcome for Pitcher,in No Dec.,7,159.0,148,16.0,33,8,3,1,2,0,7,29,4.14,0.223,0.258,0.338,0.596,50.0,4.0,1.0,0,3,0,1,0.265,52,70,21
Pitching Role,as Starter,25,578.0,546,84.0,156,41,4,20,7,1,22,96,4.36,0.286,0.314,0.485,0.799,265.0,16.0,3.0,0,6,0,1,0.312,100,119,91
Run Support,0-2 Runs Scored,7,154.0,142,21.0,35,10,1,4,0,0,8,31,3.88,0.247,0.292,0.416,0.708,59.0,4.0,2.0,0,2,0,0,0.284,79,88,20
Run Support,3-5 Runs Scored,11,266.0,253,43.0,81,24,2,12,4,1,8,36,4.5,0.32,0.34,0.573,0.913,145.0,6.0,1.0,0,3,0,0,0.332,126,152,43
Run Support,6+ Runs Scored,7,158.0,151,20.0,40,7,1,4,3,0,6,29,4.83,0.265,0.291,0.404,0.695,61.0,6.0,0.0,0,1,0,1,0.303,76,94,28
Batting Order Positions,Batting 1st,25,75.0,70,9.0,16,5,0,3,0,0,4,11,2.75,0.229,0.267,0.429,0.695,30.0,1.0,0.0,0,1,0,0,0.228,74,87,8
Batting Order Positions,Batting 2nd,25,73.0,71,5.0,23,4,2,1,0,0,2,12,6.0,0.324,0.343,0.479,0.821,34.0,0.0,0.0,0,0,0,0,0.379,108,114,16
Batting Order Positions,Batting 3rd,25,71.0,65,6.0,17,3,1,2,2,0,5,10,2.0,0.262,0.324,0.431,0.755,28.0,3.0,1.0,0,0,0,1,0.283,92,93,11
Batting Order Positions,Batting 4th,25,70.0,65,9.0,16,3,0,2,1,1,4,13,3.25,0.246,0.286,0.385,0.67,25.0,5.0,0.0,0,1,0,0,0.275,71,82,11
Batting Order Positions,Batting 5th,25,66.0,62,11.0,20,6,0,3,1,0,3,10,3.33,0.323,0.349,0.565,0.913,35.0,2.0,0.0,0,1,0,0,0.34,127,149,11
Batting Order Positions,Batting 6th,25,60.0,58,7.0,16,5,0,1,2,0,0,9,,0.276,0.271,0.414,0.685,24.0,4.0,0.0,0,1,0,0,0.306,72,98,10
