Split Type,Split,G,PA,AB,R,H,2B,3B,HR,SB,CS,BB,SO,SO/W,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+,1B
Season Totals,2024 Totals,25,576.0,524,69.0,125,27,1,18,15,2,39,127,3.26,0.239,0.3,0.397,0.697,208.0,10.0,8.0,2,2,0,4,0.281,100,95,79
Season Totals,Last 7 days,1,27.0,26,7.0,9,1,0,2,1,0,1,6,6.0,0.346,0.37,0.615,0.986,16.0,0.0,0.0,0,0,0,0,0.389,178,179,6
Season Totals,Last 14 days,2,49.0,44,12.0,14,2,0,3,3,0,3,11,3.67,0.318,0.388,0.568,0.956,25.0,0.0,2.0,0,0,0,0,0.367,172,163,9
Season Totals,Last 28 days,5,110.0,98,21.0,25,3,0,6,5,0,8,28,3.5,0.255,0.327,0.469,0.797,46.0,2.0,3.0,0,1,0,0,0.292,127,116,16
Season Totals,Last 365 days,31,707.0,646,82.0,155,33,2,24,23,2,47,151,3.21,0.24,0.298,0.409,0.707,264.0,12.0,8.0,2,3,0,5,0.276,102,,96
Platoon Splits,vs RHB,25,276.0,256,32.0,60,9,0,8,10,1,14,64,4.57,0.234,0.286,0.363,0.65,93.0,6.0,5.0,0,1,0,2,0.281,87,84,43
Platoon Splits,vs LHB,25,300.0,268,31.0,65,18,1,10,5,1,25,63,2.52,0.243,0.313,0.429,0.742,115.0,4.0,3.0,2,1,0,2,0.281,112,104,36
Platoon Splits,vs RHB as RHP,25,276.0,256,32.0,60,9,0,8,10,1,14,64,4.57,0.234,0.286,0.363,0.65,93.0,6.0,5.0,0,1,0,2,0.281,87,88,43
Platoon Splits,vs LHB as RHP,25,300.0,268,31.0,65,18,1,10,5,1,25,63,2.52,0.243,0.313,0.429,0.742,115.0,4.0,3.0,2,1,0,2,0.281,112,101,36
Home or Away,Home,11,254.0,234,31.0,56,15,0,9,3,0,14,59,4.21,0.239,0.286,0.419,0.705,98.0,2.0,2.0,1,2,0,0,0.28,101,99,32
Home or Away,Away,14,322.0,290,38.0,69,12,1,9,12,2,25,68,2.72,0.238,0.312,0.379,0.691,110.0,8.0,6.0,1,0,0,4,0.282,100,92,47
First or Second Half,1st Half,19,443.0,404,47.0,94,23,1,12,9,2,31,94,3.03,0.233,0.295,0.384,0.679,155.0,7.0,5.0,1,1,0,4,0.274,95,91,58
First or Second Half,2nd Half,6,133.0,120,22.0,31,4,0,6,6,0,8,33,4.13,0.258,0.318,0.442,0.76,53.0,3.0,3.0,1,1,0,0,0.305,117,109,21
Months,April/March,6,137.0,125,16.0,32,8,0,4,2,0,10,27,2.7,0.256,0.309,0.416,0.725,52.0,0.0,0.0,0,1,0,2,0.295,108,107,20
